Species,Genus,Family,Infraorder,Suborder,Order,Diet,Early Age,Late Age,Early Period,Late Period,Max MYA,Min MYA,Lifespan (MYA)
Eocarcharia dinops,Eocarcharia,,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Albian,Lower Cretaceous,Lower Cretaceous,121.4,100.5,20.900000000000006
Giganotosaurus carolinii,Giganotosaurus,Carcharodontosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,100.5,89.8,10.700000000000003
Kelmayisaurus petrolicus,Kelmayisaurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Valanginian,Albian,Lower Cretaceous,Lower Cretaceous,139.8,100.5,39.30000000000001
Lajasvenator ascheriae,Lajasvenator,Carcharodontosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Valanginian,Valanginian,Lower Cretaceous,Lower Cretaceous,139.8,132.6,7.200000000000017
Mapusaurus roseae,Mapusaurus,Carcharodontosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,100.5,89.8,10.700000000000003
Shaochilong maortuensis,Shaochilong,,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Albian,Lower Cretaceous,Lower Cretaceous,121.4,100.5,20.900000000000006
Taurovenator violantei,Taurovenator,Carcharodontosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,100.5,89.8,10.700000000000003
Unquillosaurus ceibalii,Unquillosaurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Veterupristisaurus milneri,Veterupristisaurus,Carcharodontosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic,152.2,149.2,3.0
Metriacanthosaurus parkeri,Metriacanthosaurus,Metriacanthosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic,161.5,154.8,6.699999999999989
Siamotyrannus isanensis,Siamotyrannus,,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Sinraptor dongi,Sinraptor,Metriacanthosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic,161.5,154.8,6.699999999999989
Sinraptor hepingensis,Sinraptor,Metriacanthosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Bathonian,Callovian,Middle Jurassic,Middle Jurassic,168.2,161.5,6.699999999999989
Alpkarakush kyrgyzicus,Alpkarakush,Metriacanthosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Callovian,Callovian,Middle Jurassic,Middle Jurassic,165.3,161.5,3.8000000000000114
Erectopus superbus,Erectopus,,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Albian,Lower Cretaceous,Lower Cretaceous,125.77,100.5,25.269999999999996
Shidaisaurus jinae,Shidaisaurus,Metriacanthosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Bajocian,Bajocian,Middle Jurassic,Middle Jurassic,170.9,168.2,2.700000000000017
Yangchuanosaurus shangyouensis,Yangchuanosaurus,Metriacanthosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Bathonian,Callovian,Middle Jurassic,Middle Jurassic,168.2,161.5,6.699999999999989
Yangchuanosaurus zigongensis,Yangchuanosaurus,Metriacanthosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Bajocian,Oxfordian,Middle Jurassic,Upper Jurassic,170.9,154.8,16.099999999999994
Chilantaisaurus tashuikouensis,Chilantaisaurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,93.9,89.8,4.1000000000000085
Chilantaisaurus zheziangensis,Chilantaisaurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous,86.3,83.6,2.700000000000003
Fukuiraptor kitadaniensis,Fukuiraptor,,Non-Avian,Theropoda,Saurischia,Carnivore,Hauterivian,Aptian,Lower Cretaceous,Lower Cretaceous,132.6,113.0,19.599999999999994
Neovenator salerii,Neovenator,Neovenatoridae,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Rapator ornitholestoides,Rapator,,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,100.5,93.9,6.599999999999994
Allosaurus amplus,Allosaurus,Allosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Allosaurus anax,Allosaurus,Allosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,152.2,145.0,7.199999999999989
Allosaurus europaeus,Allosaurus,Allosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,152.2,146.3,5.899999999999977
Allosaurus fragilis,Allosaurus,Allosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Allosaurus jimmadseni,Allosaurus,Allosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic,157.9,145.0,12.900000000000006
Allosaurus lucasi,Allosaurus,Allosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic,149.2,145.0,4.199999999999989
Asfaltovenator vialidadi,Asfaltovenator,,Non-Avian,Theropoda,Saurischia,Carnivore,Toarcian,Bajocian,Lower Jurassic,Middle Jurassic,180.4,168.6,11.800000000000011
Monolophosaurus jiangi,Monolophosaurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Callovian,Callovian,Middle Jurassic,Middle Jurassic,165.3,161.5,3.8000000000000114
Streptospondylus altdorfensis,Streptospondylus,,Non-Avian,Theropoda,Saurischia,Carnivore,Callovian,Oxfordian,Middle Jurassic,Upper Jurassic,165.3,154.8,10.5
Leshansaurus qianweiensis,Leshansaurus,Megalosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Bathonian,Callovian,Middle Jurassic,Middle Jurassic,168.2,161.5,6.699999999999989
Afrovenator abakensis,Afrovenator,Megalosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic,161.5,145.0,16.5
Eustreptospondylus oxoniensis,Eustreptospondylus,Megalosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Callovian,Callovian,Middle Jurassic,Middle Jurassic,165.3,161.5,3.8000000000000114
Magnosaurus nethercombensis,Magnosaurus,Megalosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Bajocian,Bajocian,Middle Jurassic,Middle Jurassic,170.9,168.6,2.3000000000000114
Poekilopleuron bucklandii,Megalosaurus (Poekilopleuron),,,,,Carnivore,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic,168.2,165.3,2.8999999999999773
Piveteausaurus divesensis,Piveteausaurus,Megalosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Callovian,Callovian,Middle Jurassic,Middle Jurassic,165.3,161.5,3.8000000000000114
Duriavenator hesperis,Duriavenator,Megalosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Bajocian,Bajocian,Middle Jurassic,Middle Jurassic,168.6,168.2,0.4000000000000057
Megalosaurus bucklandii,Megalosaurus,Megalosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Bajocian,Aptian,Middle Jurassic,Lower Cretaceous,170.9,119.5,51.400000000000006
Megalosaurus dapukaensis,Megalosaurus,Megalosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Aalenian,Callovian,Middle Jurassic,Middle Jurassic,174.7,161.5,13.199999999999989
Megalosaurus tibetensis,Megalosaurus,Megalosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Hettangian,Toarcian,Lower Jurassic,Lower Jurassic,201.4,174.7,26.700000000000017
Torvosaurus gurneyi,Torvosaurus,Megalosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,152.2,146.3,5.899999999999977
Torvosaurus tanneri,Torvosaurus,Megalosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Wiehenvenator albati,Wiehenvenator,Megalosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Callovian,Callovian,Middle Jurassic,Middle Jurassic,165.3,161.5,3.8000000000000114
Condorraptor currumili,Condorraptor,Piatnitzkysauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Toarcian,Bajocian,Lower Jurassic,Middle Jurassic,180.4,168.6,11.800000000000011
Marshosaurus bicentesimus,Marshosaurus,Piatnitzkysauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Piatnitzkysaurus floresi,Piatnitzkysaurus,Piatnitzkysauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Toarcian,Toarcian,Lower Jurassic,Lower Jurassic,182.9,180.4,2.5
Xuanhanosaurus qilixiaensis,Xuanhanosaurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Bajocian,Bajocian,Middle Jurassic,Middle Jurassic,170.9,168.2,2.700000000000017
Ceratosuchops inferodios,Ceratosuchops,Spinosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Riparovenator milnerae,Riparovenator,Spinosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Suchomimus tenerensis,Suchomimus,Spinosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Albian,Lower Cretaceous,Lower Cretaceous,121.4,100.5,20.900000000000006
Baryonyx walkeri,Baryonyx,Spinosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Protathlitis cinctorrensis,Protathlitis,Spinosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Riojavenatrix lacustris,Riojavenatrix,Spinosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,119.5,1.9000000000000057
Vallibonavenatrix cani,Vallibonavenatrix,Spinosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Angaturama limai,Angaturama,Spinosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,119.5,113.0,6.5
Camarillasaurus cirugedae,Camarillasaurus,Spinosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Ichthyovenator laosensis,Ichthyovenator,Spinosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Irritator challengeri,Irritator,Spinosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,119.5,113.0,6.5
Oxalaia quilombensis,Oxalaia,Spinosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,100.5,93.9,6.599999999999994
Spinosaurus aegyptiacus,Spinosaurus,Spinosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Cenomanian,Lower Cretaceous,Upper Cretaceous,119.5,93.9,25.599999999999994
Iberospinus natarioi,Iberospinus,Spinosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Sciurumimus albersdoerferi,Sciurumimus,,Non-Avian,Theropoda,Saurischia,Carnivore,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic,152.2,149.2,3.0
Chuandongocoelurus primitivus,Chuandongocoelurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Bajocian,Oxfordian,Middle Jurassic,Upper Jurassic,170.9,154.8,16.099999999999994
Cruxicheiros newmanorum,Cruxicheiros,,Non-Avian,Theropoda,Saurischia,Carnivore,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic,168.2,165.3,2.8999999999999773
Cryolophosaurus ellioti,Cryolophosaurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Sinemurian,Pliensbachian,Lower Jurassic,Lower Jurassic,199.5,184.2,15.300000000000011
Gasosaurus constructus,Gasosaurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Bajocian,Oxfordian,Middle Jurassic,Upper Jurassic,170.9,154.8,16.099999999999994
Kaijiangosaurus lini,Kaijiangosaurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Bajocian,Bajocian,Middle Jurassic,Middle Jurassic,170.9,168.2,2.700000000000017
Kayentavenator elysiae,Kayentavenator,,Non-Avian,Theropoda,Saurischia,Carnivore,Sinemurian,Pliensbachian,Lower Jurassic,Lower Jurassic,199.5,184.2,15.300000000000011
Pandoravenator fernandezorum,Pandoravenator,,Non-Avian,Theropoda,Saurischia,Carnivore,Oxfordian,Kimmeridgian,Upper Jurassic,Upper Jurassic,157.9,149.2,8.700000000000017
Vectaerovenator inopinatus,Vectaerovenator,,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,119.5,113.0,6.5
Yunyangosaurus puanensis,Yunyangosaurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Toarcian,Aalenian,Lower Jurassic,Middle Jurassic,184.2,170.9,13.299999999999983
Eoabelisaurus mefi,Eoabelisaurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Aalenian,Bajocian,Middle Jurassic,Middle Jurassic,174.7,168.6,6.099999999999994
Chenanisaurus barbaricus,Chenanisaurus,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Abelisaurus comahuensis,Abelisaurus,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Niebla antiqua,Niebla,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Caletodraco cottardi,Caletodraco,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,100.5,93.9,6.599999999999994
Carnotaurus sastrei,Carnotaurus,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Elemgasem nubilus,Elemgasem,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Turonian,Coniacian,Upper Cretaceous,Upper Cretaceous,93.9,86.3,7.6000000000000085
Koleken inakayali,Koleken,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Llukalkan aliocranianus,Llukalkan,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous,86.3,83.6,2.700000000000003
Pycnonemosaurus nevesi,Pycnonemosaurus,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,100.5,66.0,34.5
Quilmesaurus curriei,Quilmesaurus,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Viavenator exxoni,Viavenator,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous,86.3,83.6,2.700000000000003
Aucasaurus garridoi,Aucasaurus,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Dahalokely tokana,Dahalokely,,Non-Avian,Theropoda,Saurischia,Carnivore,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,93.9,89.8,4.1000000000000085
Ekrixinatosaurus novasi,Ekrixinatosaurus,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,100.5,93.9,6.599999999999994
Guemesia ochoai,Guemesia,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Ilokelesia aguadagrandensis,Ilokelesia,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,100.5,89.8,10.700000000000003
Rahiolisaurus gujaratensis,Rahiolisaurus,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Skorpiovenator bustingorryi,Skorpiovenator,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,100.5,89.8,10.700000000000003
Thanos simonattoi,Thanos,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Santonian,Campanian,Upper Cretaceous,Upper Cretaceous,86.3,72.1,14.200000000000003
Arcovenator escotae,Arcovenator,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Genusaurus sisteronis,Genusaurus,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Albian,Albian,Lower Cretaceous,Lower Cretaceous,109.9,106.2,3.700000000000003
Indosaurus matleyi,Indosaurus,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Majungasaurus crenatissimus,Majungasaurus,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Rajasaurus narmadensis,Rajasaurus,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Indosuchus raptorius,Indosuchus,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Kryptops palaios,Kryptops,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Albian,Lower Cretaceous,Lower Cretaceous,121.4,100.5,20.900000000000006
Kurupi itaata,Kurupi,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Lametasaurus indicus,Lametasaurus,,,,,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Rugops primus,Rugops,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,100.5,93.9,6.599999999999994
Spectrovenator ragei,Spectrovenator,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Tarascosaurus salluvicus,Tarascosaurus,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Tralkasaurus cuyi,Tralkasaurus,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,100.5,89.8,10.700000000000003
Xenotarsosaurus bonapartei,Xenotarsosaurus,Abelisauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,100.5,89.8,10.700000000000003
Fosterovenator churei,Fosterovenator,,Non-Avian,Theropoda,Saurischia,Carnivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Elaphrosaurus bambergi,Elaphrosaurus,Noasauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic,152.2,149.2,3.0
Limusaurus inextricabilis,Limusaurus,Noasauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic,161.5,154.8,6.699999999999989
Masiakasaurus knopfleri,Masiakasaurus,Noasauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Noasaurus leali,Noasaurus,Noasauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Velocisaurus unicus,Velocisaurus,Noasauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous,86.3,83.6,2.700000000000003
Vespersaurus paranaensis,Vespersaurus,Noasauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Campanian,Lower Cretaceous,Upper Cretaceous,121.4,72.1,49.30000000000001
Austrocheirus isasii,Austrocheirus,,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Berthasaura leopoldinae,Berthasaura,,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Campanian,Lower Cretaceous,Upper Cretaceous,121.4,72.1,49.30000000000001
Deltadromeus agilis,Deltadromeus,,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,100.5,93.9,6.599999999999994
Huinculsaurus montesi,Huinculsaurus,Noasauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,100.5,89.8,10.700000000000003
Kiyacursor longipes,Kiyacursor,Noasauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Laevisuchus indicus,Laevisuchus,Noasauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Ligabueino andesi,Ligabueino,,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Berberosaurus liassicus,Berberosaurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Pliensbachian,Toarcian,Lower Jurassic,Lower Jurassic,192.9,174.7,18.200000000000017
Ceratosaurus nasicornis,Ceratosaurus,Ceratosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Genyodectes serus,Genyodectes,Ceratosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Albian,Albian,Lower Cretaceous,Lower Cretaceous,113.0,100.5,12.5
Saltriovenator zanellai,Saltriovenator,,Non-Avian,Theropoda,Saurischia,Carnivore,Sinemurian,Sinemurian,Lower Jurassic,Lower Jurassic,199.5,192.9,6.599999999999994
Spinostropheus gautieri,Spinostropheus,,Non-Avian,Theropoda,Saurischia,Carnivore,Oxfordian,Cenomanian,Upper Jurassic,Upper Cretaceous,161.5,93.9,67.6
Camposaurus arizonensis,Camposaurus,Coelophysidae,Non-Avian,Theropoda,Saurischia,Carnivore,Norian,Norian,Upper Triassic,Upper Triassic,227.0,208.5,18.5
Coelophysis bauri,Coelophysis,Coelophysidae,Non-Avian,Theropoda,Saurischia,Carnivore,Norian,Rhaetian,Upper Triassic,Upper Triassic,227.0,201.4,25.599999999999994
