Name,Family,Infraorder,Suborder,Order,Taxon Size,Diet,Max MYA,Min MYA,Lifespan (MYA),Early Age,Late Age,Early Period,Late Period,Avialae
Volgatitan,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,132.6,125.77,6.829999999999998,Hauterivian,Hauterivian,Lower Cretaceous,Lower Cretaceous,False
Gspsaurus,Gspsauridae,,,,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,
Ikqaumishan,Gspsauridae,,,,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,
Saraikimasoom,Gspsauridae,,,,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,
Imrankhanhero,Pakisauridae,,,,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,
Sulaimanisaurus,Pakisauridae,,,,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,
Khetranisaurus,Pakisauridae,,,,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,
Khanazeem,Pakisauridae,,,,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,
Pakisaurus,Pakisauridae,,,,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,
Balochisaurus,Saltasauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Qaikshaheen,Saltasauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Marisaurus,Saltasauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Abdarainurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,86.3,72.1,14.200000000000003,Santonian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Aegyptosaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,145.0,93.9,51.099999999999994,Berriasian,Cenomanian,Lower Cretaceous,Upper Cretaceous,False
Andesaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,False
Argyrosaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Baalsaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,93.9,86.3,7.6000000000000085,Turonian,Coniacian,Upper Cretaceous,Upper Cretaceous,False
Baotianmansaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,93.9,72.1,21.80000000000001,Turonian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Barrosasaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,93.9,72.1,21.80000000000001,Turonian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Borealosaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,106.2,100.5,5.700000000000003,Albian,Albian,Lower Cretaceous,Lower Cretaceous,False
Choconsaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,False
Dongyangosaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,100.5,89.8,10.700000000000003,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,False
Dzharatitanis,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,93.9,89.8,4.1000000000000085,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,False
Gandititan,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,100.5,89.8,10.700000000000003,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,False
Hamititan,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Karongasaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Laplatasaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Malarguesaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,89.8,86.3,3.5,Coniacian,Coniacian,Upper Cretaceous,Upper Cretaceous,False
Mnyamawamtuka,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,121.4,93.9,27.5,Aptian,Cenomanian,Lower Cretaceous,Upper Cretaceous,False
Mongolosaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,121.4,100.5,20.900000000000006,Aptian,Albian,Lower Cretaceous,Lower Cretaceous,False
Narambuenatitan,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Ninjatitan,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,140.6,132.6,8.0,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous,False
Petrobrasaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,89.8,83.6,6.200000000000003,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous,False
Rukwatitan,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,100.5,72.1,28.400000000000006,Cenomanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Tiamat,Unknown,,,,1,Herbivore,113.0,93.9,19.099999999999994,Albian,Cenomanian,Lower Cretaceous,Upper Cretaceous,
Titanosaurus,,Sauropoda,Sauropodomorpha,Saurischia,0,Herbivore,125.77,66.0,59.769999999999996,Barremian,Maastrichtian,Lower Cretaceous,Upper Cretaceous,False
Abydosaurus,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,False
Brachiosaurus,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,2,Herbivore,157.9,145.0,12.900000000000006,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic,False
Cedarosaurus,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,139.8,109.9,29.900000000000006,Valanginian,Albian,Lower Cretaceous,Lower Cretaceous,False
Galvesaurus,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,152.2,146.3,5.899999999999977,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,False
Giraffatitan,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,2,Herbivore,161.5,145.0,16.5,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic,False
Lusotitan,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,152.2,146.3,5.899999999999977,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,False
Sonorasaurus,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,106.2,93.9,12.299999999999997,Albian,Cenomanian,Lower Cretaceous,Upper Cretaceous,False
Soriatitan,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,132.6,121.4,11.199999999999989,Hauterivian,Barremian,Lower Cretaceous,Lower Cretaceous,False
Venenosaurus,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Vouivria,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,161.5,154.8,6.699999999999989,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic,False
Duriatitan,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,154.8,139.8,15.0,Kimmeridgian,Berriasian,Upper Jurassic,Lower Cretaceous,False
Fukuititan,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Fushanosaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,161.5,154.8,6.699999999999989,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic,False
Fusuisaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Liaoningotitan,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Oceanotitan,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,152.2,149.2,3.0,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic,False
Ornithopsis,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,146.3,119.5,26.80000000000001,Tithonian,Aptian,Upper Jurassic,Lower Cretaceous,False
Pelorosaurus,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,2,Herbivore,146.3,109.9,36.400000000000006,Tithonian,Albian,Upper Jurassic,Lower Cretaceous,False
Aragosaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,154.8,145.0,9.800000000000011,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,False
Atlasaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,168.2,165.3,2.8999999999999773,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic,False
Dashanpusaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,170.9,154.8,16.099999999999994,Bajocian,Oxfordian,Middle Jurassic,Upper Jurassic,False
Yuzhoulong,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,168.2,161.5,6.699999999999989,Bathonian,Callovian,Middle Jurassic,Middle Jurassic,False
Losillasaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,154.8,145.0,9.800000000000011,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,False
Mierasaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,140.6,132.6,8.0,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous,False
Moabosaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,139.8,132.6,7.200000000000017,Valanginian,Valanginian,Lower Cretaceous,Lower Cretaceous,False
Narindasaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,168.2,165.3,2.8999999999999773,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic,False
Tendaguria,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,149.2,145.0,4.199999999999989,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic,False
Turiasaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,154.8,145.0,9.800000000000011,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,False
Zby,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,152.2,149.2,3.0,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic,False
Chebsaurus,Cetiosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,165.3,161.5,3.8000000000000114,Callovian,Callovian,Middle Jurassic,Middle Jurassic,False
Protognathosaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,170.9,154.8,16.099999999999994,Bajocian,Oxfordian,Middle Jurassic,Upper Jurassic,False
Amanzia,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,154.8,152.2,2.6000000000000227,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic,False
Bagualia,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,182.9,180.4,2.5,Toarcian,Toarcian,Lower Jurassic,Lower Jurassic,False
Cardiodon,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,168.2,165.3,2.8999999999999773,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic,False
Cetiosauriscus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,165.3,161.5,3.8000000000000114,Callovian,Callovian,Middle Jurassic,Middle Jurassic,False
Datousaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,174.7,154.8,19.899999999999977,Aalenian,Oxfordian,Middle Jurassic,Upper Jurassic,False
Dystrophaeus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,157.9,154.8,3.0999999999999943,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic,False
Ferganasaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,165.3,161.5,3.8000000000000114,Callovian,Callovian,Middle Jurassic,Middle Jurassic,False
Haestasaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,140.6,132.6,8.0,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous,False
Janenschia,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,149.2,145.0,4.199999999999989,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic,False
Jobaria,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,161.5,145.0,16.5,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic,False
Lapparentosaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,168.2,165.3,2.8999999999999773,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic,False
Nebulasaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,174.7,168.2,6.5,Aalenian,Bajocian,Middle Jurassic,Middle Jurassic,False
Perijasaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,180.4,170.9,9.5,Toarcian,Aalenian,Lower Jurassic,Middle Jurassic,False
Rhoetosaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,161.5,154.8,6.699999999999989,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic,False
Shunosaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,174.7,154.8,19.899999999999977,Aalenian,Oxfordian,Middle Jurassic,Upper Jurassic,False
Amygdalodon,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,192.9,182.9,10.0,Pliensbachian,Toarcian,Lower Jurassic,Lower Jurassic,False
Barapasaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,199.5,184.2,15.300000000000011,Sinemurian,Pliensbachian,Lower Jurassic,Lower Jurassic,False
Cetiosaurus,Cetiosauridae,Sauropoda,Sauropodomorpha,Saurischia,2,Herbivore,174.7,119.5,55.19999999999999,Aalenian,Aptian,Middle Jurassic,Lower Cretaceous,False
Patagosaurus,Cetiosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,182.9,168.6,14.300000000000011,Toarcian,Bajocian,Lower Jurassic,Middle Jurassic,False
Spinophorosaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,170.9,165.3,5.599999999999994,Bajocian,Bathonian,Middle Jurassic,Middle Jurassic,False
Tazoudasaurus,Vulcanodontidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,192.9,174.7,18.200000000000017,Pliensbachian,Toarcian,Lower Jurassic,Lower Jurassic,False
Volkheimeria,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,182.9,180.4,2.5,Toarcian,Toarcian,Lower Jurassic,Lower Jurassic,False
Antetonitrus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,201.4,192.9,8.5,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic,False
Ingentia,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,227.0,208.5,18.5,Norian,Norian,Upper Triassic,Upper Triassic,False
Lessemsaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,227.0,208.5,18.5,Norian,Norian,Upper Triassic,Upper Triassic,False
Archaeodontosaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,168.2,165.3,2.8999999999999773,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic,False
Chinshakiangosaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,201.4,199.5,1.9000000000000057,Hettangian,Hettangian,Lower Jurassic,Lower Jurassic,False
Damalasaurus,Unknown,,,,1,Herbivore,201.4,174.7,26.700000000000017,Hettangian,Toarcian,Lower Jurassic,Lower Jurassic,
Isanosaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,192.9,174.7,18.200000000000017,Pliensbachian,Toarcian,Lower Jurassic,Lower Jurassic,False
Kotasaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,199.5,184.2,15.300000000000011,Sinemurian,Pliensbachian,Lower Jurassic,Lower Jurassic,False
Lamplughsaura,,,Sauropodomorpha,Saurischia,1,Herbivore,201.4,192.9,8.5,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic,False
Microdontosaurus,Unknown,,,,1,Herbivore,174.7,161.5,13.199999999999989,Aalenian,Callovian,Middle Jurassic,Middle Jurassic,
Ohmdenosaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,182.9,180.4,2.5,Toarcian,Toarcian,Lower Jurassic,Lower Jurassic,False
Oplosaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,139.8,121.4,18.400000000000006,Valanginian,Barremian,Lower Cretaceous,Lower Cretaceous,False
Pulanesaura,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,201.4,192.9,8.5,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic,False
Sanpasaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,184.2,174.7,9.5,Toarcian,Toarcian,Lower Jurassic,Lower Jurassic,False
Vulcanodon,Vulcanodontidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,199.5,184.2,15.300000000000011,Sinemurian,Pliensbachian,Lower Jurassic,Lower Jurassic,False
Alwalkeria,,,,Saurischia,1,,237.0,227.0,10.0,Carnian,Carnian,Upper Triassic,Upper Triassic,False
Nhandumirim,Saturnaliidae,,Sauropodomorpha,Saurischia,1,,227.0,208.5,18.5,Norian,Norian,Upper Triassic,Upper Triassic,False
Crateropteryx,Unknown,,,,1,Carnivore,168.2,165.3,2.8999999999999773,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic,
Ichthyornis,,,Theropoda,Saurischia,2,Piscivore,100.5,72.1,28.400000000000006,Cenomanian,Campanian,Upper Cretaceous,Upper Cretaceous,True
Janavis,,,Theropoda,Saurischia,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,True
Asiahesperornis,Hesperornithidae,,Theropoda,Saurischia,1,Carnivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,True
Canadaga,Hesperornithidae,,Theropoda,Saurischia,1,Carnivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,True
Hesperornis,Hesperornithidae,,Theropoda,Saurischia,11,Piscivore,89.8,66.0,23.799999999999997,Coniacian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,True
Parahesperornis,Hesperornithidae,,Theropoda,Saurischia,1,Carnivore,89.8,83.6,6.200000000000003,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous,True
Baptornis,Baptornithidae,,Theropoda,Saurischia,1,Carnivore,89.8,72.1,17.700000000000003,Coniacian,Campanian,Upper Cretaceous,Upper Cretaceous,True
Judinornis,,,Theropoda,Saurischia,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,True
Brodavis,Brodavidae,,Theropoda,Saurischia,4,Carnivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,True
Chupkaornis,,,Theropoda,Saurischia,1,Carnivore,89.8,83.6,6.200000000000003,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous,True
Enaliornis,,,Theropoda,Saurischia,4,Carnivore,106.2,100.5,5.700000000000003,Albian,Albian,Lower Cretaceous,Lower Cretaceous,True
Fumicollis,Hesperornithidae,,Theropoda,Saurischia,1,Carnivore,89.8,83.6,6.200000000000003,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous,True
Pasquiaornis,,,Theropoda,Saurischia,2,Carnivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,True
Potamornis,,,Theropoda,Saurischia,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,True
Abitusavis,Yanornithidae,,Theropoda,Saurischia,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,True
Similiyanornis,Yanornithidae,,Theropoda,Saurischia,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,True
Yanornis,Songlingornithidae,,Theropoda,Saurischia,3,Carnivore,125.77,113.0,12.769999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,True
Gargantuavis,Gargantuaviidae,,Theropoda,Saurischia,1,Carnivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,True
Apatornis,,,Theropoda,Saurischia,2,Carnivore,89.8,83.6,6.200000000000003,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous,True
Archaeovolans,Songlingornithidae,,Theropoda,Saurischia,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,True
Cerebavis,,,Theropoda,Saurischia,1,Carnivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,True
Changzuiornis,Gansuidae,,Theropoda,Saurischia,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,True
Iaceornis,,,Theropoda,Saurischia,1,Carnivore,86.3,83.6,2.700000000000003,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous,True
Kookne,,,Theropoda,Saurischia,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,True
Kuszholia,Kuszholiidae,,Theropoda,Saurischia,1,Carnivore,93.9,89.8,4.1000000000000085,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,True
Limenavis,,,Theropoda,Saurischia,1,Carnivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,True
Tingmiatornis,,,Theropoda,Saurischia,1,Carnivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,True
Archaeornithura,Hongshanornithidae,,Theropoda,Saurischia,1,Carnivore,132.6,125.77,6.829999999999998,Hauterivian,Hauterivian,Lower Cretaceous,Lower Cretaceous,True
Hongshanornis,Hongshanornithidae,,Theropoda,Saurischia,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,True
Longicrusavis,Hongshanornithidae,,Theropoda,Saurischia,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,True
Parahongshanornis,Hongshanornithidae,,Theropoda,Saurischia,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,True
Songlingornis,Songlingornithidae,,Theropoda,Saurischia,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,True
Tianyuornis,Hongshanornithidae,,Theropoda,Saurischia,1,Carnivore,125.77,121.4,4.36999999999999,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,True
Yixianornis,Songlingornithidae,,Theropoda,Saurischia,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,True
Mengciusornis,Schizoouridae,,Theropoda,Saurischia,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,True
Ambiortus,Ambiortidae,,Theropoda,Saurischia,1,Carnivore,132.6,121.4,11.199999999999989,Hauterivian,Barremian,Lower Cretaceous,Lower Cretaceous,True
Antarcticavis,,,Theropoda,Saurischia,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,True
Apsaravis,,,Theropoda,Saurischia,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,True
Archaeorhynchus,,,Theropoda,Saurischia,1,Carnivore,125.77,113.0,12.769999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,True
Bellulia,Erebidae,,,,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Changmaornis,,,Theropoda,Saurischia,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,True
Chaoyangia,,,,,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Dingavis,,,Theropoda,Saurischia,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,True
Eogranivora,,,Theropoda,Saurischia,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,True
Gansus,Gansuidae,,Theropoda,Saurischia,2,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,True
Hollanda,,,Theropoda,Saurischia,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,True
Jianchangornis,,,Theropoda,Saurischia,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,True
Jiuquanornis,,,Theropoda,Saurischia,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,True
Juehuaornis,,,Theropoda,Saurischia,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,True
Kaririavis,,,Theropoda,Saurischia,1,Carnivore,119.5,113.0,6.5,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,True
Khinganornis,Gansuidae,,Theropoda,Saurischia,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,True
Liaoningornis,Liaoningornithidae,,Theropoda,Saurischia,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,True
Patagopteryx,Patagopterygidae,,Theropoda,Saurischia,1,Carnivore,86.3,83.6,2.700000000000003,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous,True
Piscivoravis,Songlingornithidae,,Theropoda,Saurischia,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,True
