"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","container_no","reference_no","is_extant","n_occs","phylum","class","order","family","genus","type_taxon","taxon_size","extant_size","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","image_no"
"365104","365104","txn","","species","Pterodactylus spectabilis","","365104","species","Pterodactylus spectabilis","38494","","64473","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Pterodactylus","","1","0","149.2","146.3","149.2","146.3","Tithonian","","marine","","actively mobile","volant","","piscivore","","","","942"
"157359","157359","txn","","genus","Wukongopterus","","157359","genus","Wukongopterus","202488","NF3","31153","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Wukongopterus","","2","0","168.2","152.2","168.2","152.2","Bathonian","Kimmeridgian","marine","","actively mobile","volant","","piscivore","","","","803"
"157360","157360","txn","","species","Wukongopterus lii","","157360","species","Wukongopterus lii","157359","","31153","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Wukongopterus","","1","0","168.2","152.2","168.2","152.2","Bathonian","Kimmeridgian","marine","","actively mobile","volant","","piscivore","","","","803"
"NF4","","txn","","family","","","","","","","162689","","","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"65556","65556","txn","","genus","Harpactognathus","","65556","genus","Harpactognathus","162689","NF4","13275","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Harpactognathus","","2","0","152.2","146.3","152.2","146.3","Kimmeridgian","Tithonian","marine","","actively mobile","volant","","piscivore","","","","1521"
"65557","65557","txn","","species","Harpactognathus gentryii","","65557","species","Harpactognathus gentryii","65556","","13275","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Harpactognathus","","1","0","152.2","146.3","152.2","146.3","Kimmeridgian","Tithonian","marine","","actively mobile","volant","","piscivore","","","","1521"
"38463","38463","txn","","family","Dimorphodontidae","","38463","family","Dimorphodontidae","162688","","4783","extinct","10","Chordata","Reptilia","Pterosauria","Dimorphodontidae","","","9","0","216.7","213.2","192.9","184.2","Norian","Pliensbachian","marine","","actively mobile","volant","","piscivore","","","","1554"
"378443","378443","txn","","genus","Caelestiventus","","378443","genus","Caelestiventus","38463","","67238","extinct","2","Chordata","Reptilia","Pterosauria","Dimorphodontidae","Caelestiventus","Caelestiventus hanseni","2","0","237","174.7","237","174.7","Carnian","Toarcian","marine","","actively mobile","volant","","piscivore","","","","1554"
"378444","378444","txn","","species","Caelestiventus hanseni","","378444","species","Caelestiventus hanseni","378443","","67238","extinct","1","Chordata","Reptilia","Pterosauria","Dimorphodontidae","Caelestiventus","","1","0","237","174.7","237","174.7","Carnian","Toarcian","marine","","actively mobile","volant","","piscivore","","","","1554"
"38464","38464","txn","","genus","Dimorphodon","","38464","genus","Dimorphodon","38463","","4783","extinct","6","Chordata","Reptilia","Pterosauria","Dimorphodontidae","Dimorphodon","","4","0","201.4","199.5","192.9","184.2","Hettangian","Pliensbachian","marine","","actively mobile","volant","","piscivore","","","","1554"
"95809","95810","txn","","species","Dimorphodon macronyx","","95809","species","Dimorphodon macronyx","38464","","27780","extinct","2","Chordata","Reptilia","Pterosauria","Dimorphodontidae","Dimorphodon","","1","0","201.4","199.5","201.4","192.9","Hettangian","Sinemurian","marine","","actively mobile","volant","","piscivore","","","","1554"
"139626","139626","txn","","species","Dimorphodon weintraubi","","139626","species","Dimorphodon weintraubi","38464","","7715","extinct","1","Chordata","Reptilia","Pterosauria","Dimorphodontidae","Dimorphodon","","1","0","192.9","184.2","192.9","184.2","Pliensbachian","","marine","","actively mobile","volant","","piscivore","","","","1554"
"38465","38465","txn","","genus","Peteinosaurus","","38465","genus","Peteinosaurus","38463","","32009","extinct","2","Chordata","Reptilia","Pterosauria","Dimorphodontidae","Peteinosaurus","","2","0","216.7","213.2","216.7","213.2","Norian","","marine","","actively mobile","volant","","piscivore","","","","1554"
"163056","163056","txn","","species","Peteinosaurus zambelli","","163056","species","Peteinosaurus zambelli","38465","","32009","extinct","1","Chordata","Reptilia","Pterosauria","Dimorphodontidae","Peteinosaurus","","1","0","216.7","213.2","216.7","213.2","Norian","","marine","","actively mobile","volant","","piscivore","","","","1554"
"NF5","","txn","","family","","","","","","","162688","","","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"38475","38475","txn","","genus","Parapsicephalus","","38475","genus","Parapsicephalus","162688","NF5","29538","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Parapsicephalus","","2","0","184.2","182.9","184.2","182.9","Toarcian","","marine","","actively mobile","volant","","piscivore","","","","1554"
"143941","143942","txn","","species","Parapsicephalus purdoni","","143941","species","Parapsicephalus purdoni","38475","","29537","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Parapsicephalus","","1","0","184.2","182.9","184.2","182.9","Toarcian","","marine","","actively mobile","volant","","piscivore","","","","1554"
"38479","38479","txn","","suborder","Pterodactyloidea","","38479","suborder","Pterodactyloidea","38461","","4783","extinct","524","Chordata","Reptilia","Pterosauria","","","","408","0","168.2","165.3","72.1","66","Bathonian","Maastrichtian","marine","","actively mobile","volant","","piscivore","","","","2065"
"148350","148350","txn","","unranked clade","Lophocratia","","148350","unranked clade","Lophocratia","38479","","30121","extinct","86","Chordata","Reptilia","Pterosauria","","","","65","0","168.2","165.3","113","100.5","Bathonian","Albian","marine","","actively mobile","volant","","piscivore","","","","2062"
"156760","156760","txn","","superfamily","Ctenochasmatoidea","","156760","superfamily","Ctenochasmatoidea","148350","","31049","extinct","28","Chordata","Reptilia","Pterosauria","","","","29","0","168.2","165.3","119.5","113","Bathonian","Aptian","marine","","actively mobile","volant","","piscivore","","","","2062"
"164690","164690","txn","","unranked clade","Euctenochasmatia","","164690","unranked clade","Euctenochasmatia","156760","","30121","extinct","14","Chordata","Reptilia","Pterosauria","","","","16","0","161.5","154.8","121.4","113","Oxfordian","Aptian","marine","","actively mobile","volant","","piscivore","","","","2062"
"38484","38484","txn","","family","Ctenochasmatidae","","38484","family","Ctenochasmatidae","164690","","4783","extinct","14","Chordata","Reptilia","Pterosauria","Ctenochasmatidae","","","15","0","161.5","154.8","121.4","113","Oxfordian","Aptian","marine","","actively mobile","volant","","piscivore","","","","2062"
"148339","156886","txn","","unranked clade","Gnathosaurinae","","148339","unranked clade","Gnathosaurinae","38484","","31092","extinct","4","Chordata","Reptilia","Pterosauria","Ctenochasmatidae","","","3","0","154.8","145","125.77","121.4","Kimmeridgian","Barremian","marine","","actively mobile","volant","","piscivore","","","","2062"
"NF6","","txn","","family","","","","","","","148339","","","4","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"455710","455710","txn","","genus","Tacuadactylus","","455710","genus","Tacuadactylus","148339","NF6","81628","extinct","4","Chordata","Reptilia","Pterosauria","Ctenochasmatidae","Tacuadactylus","Tacuadactylus luciae","2","0","154.8","145","154.8","145","Kimmeridgian","Tithonian","marine","","actively mobile","volant","","piscivore","","","","2062"
"455711","455711","txn","","species","Tacuadactylus luciae","","455711","species","Tacuadactylus luciae","455710","","81628","extinct","2","Chordata","Reptilia","Pterosauria","Ctenochasmatidae","Tacuadactylus","","1","0","154.8","145","154.8","145","Kimmeridgian","Tithonian","marine","","actively mobile","volant","","piscivore","","","","2062"
"477222","477222","txn","","genus","Balaenognathus","","477222","genus","Balaenognathus","38484","","85921","extinct","2","Chordata","Reptilia","Pterosauria","Ctenochasmatidae","Balaenognathus","Balaenognathus maeuseri","2","0","152.2","149.2","152.2","149.2","Kimmeridgian","","marine","","actively mobile","volant","","piscivore","","","","2062"
"477223","477223","txn","","species","Balaenognathus maeuseri","","477223","species","Balaenognathus maeuseri","477222","","85921","extinct","1","Chordata","Reptilia","Pterosauria","Ctenochasmatidae","Balaenognathus","","1","0","152.2","149.2","152.2","149.2","Kimmeridgian","","marine","","actively mobile","volant","","piscivore","","","","2062"
"138744","138744","txn","","genus","Cathayopterus","","138744","genus","Cathayopterus","38484","","31368","extinct","2","Chordata","Reptilia","Pterosauria","Ctenochasmatidae","Cathayopterus","Cathayopterus grabaui","2","0","125.77","119.5","125.77","119.5","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","""filter-feeding... and probably fed on invertebrates in the shallow water""","2062"
"138760","138760","txn","","species","Cathayopterus grabaui","","138760","species","Cathayopterus grabaui","138744","","31368","extinct","1","Chordata","Reptilia","Pterosauria","Ctenochasmatidae","Cathayopterus","","1","0","125.77","119.5","125.77","119.5","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","","2062"
"384499","384499","txn","","genus","Forfexopterus","","384499","genus","Forfexopterus","38484","","68539","extinct","2","Chordata","Reptilia","Pterosauria","Ctenochasmatidae","Forfexopterus","Forfexopterus jeholensis","2","0","121.4","113","121.4","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","2062"
"384500","384500","txn","","species","Forfexopterus jeholensis","","384500","species","Forfexopterus jeholensis","384499","","68539","extinct","1","Chordata","Reptilia","Pterosauria","Ctenochasmatidae","Forfexopterus","","1","0","121.4","113","121.4","113","Aptian","","marine","","actively mobile","volant","","piscivore","","","","2062"
"379280","379280","txn","","genus","Liaodactylus","","379280","genus","Liaodactylus","38484","","67474","extinct","2","Chordata","Reptilia","Pterosauria","Ctenochasmatidae","Liaodactylus","","2","0","161.5","154.8","161.5","154.8","Oxfordian","","marine","","actively mobile","volant","","piscivore","","","","2062"
"379281","379281","txn","","species","Liaodactylus primus","","379281","species","Liaodactylus primus","379280","","67474","extinct","1","Chordata","Reptilia","Pterosauria","Ctenochasmatidae","Liaodactylus","","1","0","161.5","154.8","161.5","154.8","Oxfordian","","marine","","actively mobile","volant","","piscivore","","","","2062"
"322721","322721","txn","","genus","Pterofiltrus","","322721","genus","Pterofiltrus","38484","","55593","extinct","2","Chordata","Reptilia","Pterosauria","Ctenochasmatidae","Pterofiltrus","Pterofiltrus qiui","2","0","125.77","119.5","125.77","119.5","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","","2062"
"322722","322722","txn","","species","Pterofiltrus qiui","","322722","species","Pterofiltrus qiui","322721","","55593","extinct","1","Chordata","Reptilia","Pterosauria","Ctenochasmatidae","Pterofiltrus","","1","0","125.77","119.5","125.77","119.5","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","","2062"
"138748","138748","txn","","family","Gallodactylidae","","138748","family","Gallodactylidae","156760","","28908","extinct","4","Chordata","Reptilia","Pterosauria","Gallodactylidae","","","5","0","149.2","146.3","125.77","119.5","Tithonian","Aptian","marine","","actively mobile","volant","","piscivore","","","","2062"
"202637","202637","txn","","genus","Gladocephaloideus","","202637","genus","Gladocephaloideus","138748","","38028","extinct","2","Chordata","Reptilia","Pterosauria","Gallodactylidae","Gladocephaloideus","Gladocephaloideus jingangshanensis","2","0","125.77","119.5","125.77","119.5","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","","2062"
"202638","202638","txn","","species","Gladocephaloideus jingangshanensis","","202638","species","Gladocephaloideus jingangshanensis","202637","","38028","extinct","1","Chordata","Reptilia","Pterosauria","Gallodactylidae","Gladocephaloideus","","1","0","125.77","119.5","125.77","119.5","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","","2062"
"477218","477218","txn","","genus","Petrodactyle","","477218","genus","Petrodactyle","138748","","85903","extinct","2","Chordata","Reptilia","Pterosauria","Gallodactylidae","Petrodactyle","Petrodactyle wellnhoferi","2","0","149.2","146.3","149.2","146.3","Tithonian","","marine","","actively mobile","volant","","piscivore","","","","2062"
"477219","477219","txn","","species","Petrodactyle wellnhoferi","","477219","species","Petrodactyle wellnhoferi","477218","","85903","extinct","1","Chordata","Reptilia","Pterosauria","Gallodactylidae","Petrodactyle","","1","0","149.2","146.3","149.2","146.3","Tithonian","","marine","","actively mobile","volant","","piscivore","","","","2062"
"149367","149367","txn","","family","Lonchodectidae","","149367","family","Lonchodectidae","156760","","30277","extinct","4","Chordata","Reptilia","Pterosauria","Lonchodectidae","","","5","0","140.6","132.6","125.77","119.5","Berriasian","Aptian","marine","","actively mobile","volant","","piscivore","","","","2062"
"451300","451300","txn","","genus","Serradraco","","451300","genus","Serradraco","149367","","79696","extinct","2","Chordata","Reptilia","Pterosauria","Lonchodectidae","Serradraco","","2","0","140.6","132.6","140.6","132.6","Berriasian","Valanginian","marine","","actively mobile","volant","","piscivore","","","","2062"
"159620","451301","txn","","species","Serradraco sagittirostris","","159620","species","Serradraco sagittirostris","451300","","30979","extinct","1","Chordata","Reptilia","Pterosauria","Lonchodectidae","Serradraco","","1","0","140.6","132.6","140.6","132.6","Berriasian","Valanginian","marine","","actively mobile","volant","","piscivore","","","","2062"
"158940","158940","txn","","genus","Yixianopterus","","158940","genus","Yixianopterus","149367","","31324","extinct","2","Chordata","Reptilia","Pterosauria","Lonchodectidae","Yixianopterus","Yixianopterus jingangshanensis","2","0","125.77","119.5","125.77","119.5","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","","2062"
"158941","158941","txn","","species","Yixianopterus jingangshanensis","","158941","species","Yixianopterus jingangshanensis","158940","","31324","extinct","1","Chordata","Reptilia","Pterosauria","Lonchodectidae","Yixianopterus","","1","0","125.77","119.5","125.77","119.5","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","","2062"
"NF7","","txn","","family","","","","","","","156760","","","6","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"173993","173993","txn","","genus","Prejanopterus","","173993","genus","Prejanopterus","156760","NF7","34543","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Prejanopterus","","2","0","121.4","119.5","121.4","119.5","Aptian","","marine","","actively mobile","volant","","piscivore","","","","2062"
"173994","255750","txn","","species","Prejanopterus curvirostris","","173994","species","Prejanopterus curvirostris","173993","","34543","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Prejanopterus","","1","0","121.4","119.5","121.4","119.5","Aptian","","marine","","actively mobile","volant","","piscivore","","","","2062"
"365111","365111","txn","","genus","Ptenodracon","","365111","genus","Ptenodracon","156760","NF7","64473","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Ptenodracon","","2","0","154.8","149.2","154.8","149.2","Kimmeridgian","","marine","","actively mobile","volant","","piscivore","","","","2062"
"95824","365112","txn","","species","Ptenodracon brevirostris","","95824","species","Ptenodracon brevirostris","365111","","64473","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Ptenodracon","","1","0","154.8","149.2","154.8","149.2","Kimmeridgian","","marine","","actively mobile","volant","","piscivore","","","","2062"
"174079","174079","txn","","genus","Unwindia","","174079","genus","Unwindia","156760","NF7","34569","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Unwindia","Unwindia trigonus","2","0","119.5","113","119.5","113","Aptian","","marine","","fast-moving","volant","well-developed","piscivore","oviparous","","","2062"
"174080","174080","txn","","species","Unwindia trigonus","","174080","species","Unwindia trigonus","174079","","34569","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Unwindia","","1","0","119.5","113","119.5","113","Aptian","","marine","","fast-moving","volant","well-developed","piscivore","oviparous","","","2062"
"NF8","","txn","","family","","","","","","","148350","","","58","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"138750","138750","txn","","genus","Beipiaopterus","","138750","genus","Beipiaopterus","148350","NF8","31357","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Beipiaopterus","","2","0","125.77","119.5","125.77","119.5","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","","2062"
"138759","138759","txn","","species","Beipiaopterus chenianus","","138759","species","Beipiaopterus chenianus","138750","","31357","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Beipiaopterus","","1","0","125.77","119.5","125.77","119.5","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","","2062"
"38485","38485","txn","","genus","Ctenochasma","","38485","genus","Ctenochasma","148350","NF8","31956","extinct","12","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Ctenochasma","","5","0","149.2","146.3","145","139.8","Tithonian","Berriasian","marine","","actively mobile","volant","","piscivore","","","","763"
"156640","156641","txn","","species","Ctenochasma elegans","","156640","species","Ctenochasma elegans","38485","","31035","extinct","3","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Ctenochasma","","1","0","149.2","146.3","149.2","146.3","Tithonian","","marine","","actively mobile","volant","","piscivore","","","","763"
"156643","156643","txn","","species","Ctenochasma porocristata","","156643","species","Ctenochasma porocristata","38485","","61048","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Ctenochasma","","1","0","149.2","146.3","149.2","146.3","Tithonian","","marine","","actively mobile","volant","","piscivore","","","","763"
"156651","156651","txn","","species","Ctenochasma roemeri","","156651","species","Ctenochasma roemeri","38485","","31956","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Ctenochasma","","1","0","145","139.8","145","139.8","Berriasian","","marine","","actively mobile","volant","","piscivore","","","","763"
"156652","156652","txn","","species","Ctenochasma taqueti","","156652","species","Ctenochasma taqueti","38485","","31037","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Ctenochasma","","1","0","149.2","146.3","149.2","146.3","Tithonian","","marine","","actively mobile","volant","","piscivore","","","","763"
"156909","156909","txn","","genus","Cycnorhamphus","","156909","genus","Cycnorhamphus","148350","NF8","31092","extinct","6","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Cycnorhamphus","","2","0","152.2","149.2","149.2","146.3","Kimmeridgian","Tithonian","marine","","actively mobile","volant","","piscivore","","","","2061"
"163712","163715","txn","","species","Cycnorhamphus suevicus","","163712","species","Cycnorhamphus suevicus","156909","","32034","extinct","3","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Cycnorhamphus","","1","0","152.2","149.2","149.2","146.3","Kimmeridgian","Tithonian","marine","","actively mobile","volant","","piscivore","","","","2061"
"120627","120627","txn","","genus","Elanodactylus","","120627","genus","Elanodactylus","148350","NF8","26887","extinct","4","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Elanodactylus","","2","0","125.77","119.5","125.77","119.5","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","","2062"
"120628","120628","txn","","species","Elanodactylus prolatus","","120628","species","Elanodactylus prolatus","120627","","26887","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Elanodactylus","","1","0","125.77","119.5","125.77","119.5","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","","2062"
"68163","68163","txn","","genus","Eosipterus","","68163","genus","Eosipterus","148350","NF8","31362","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Eosipterus","","2","0","125.77","119.5","125.77","119.5","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","","2062"
"68164","68164","txn","","species","Eosipterus yangi","","68164","species","Eosipterus yangi","68163","","31362","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Eosipterus","","1","0","125.77","119.5","125.77","119.5","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","","2062"
"119317","119317","txn","","genus","Feilongus","","119317","genus","Feilongus","148350","NF8","26685","extinct","4","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Feilongus","","2","0","125.77","119.5","121.4","113","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","","2062"
"119319","119319","txn","","species","Feilongus youngi","","119319","species","Feilongus youngi","119317","","26685","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Feilongus","","1","0","125.77","119.5","121.4","113","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","","2062"
"38492","38492","txn","","genus","Gallodactylus","","38492","genus","Gallodactylus","148350","NF8","4783","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Gallodactylus","","2","0","149.2","146.3","149.2","146.3","Tithonian","","marine","","actively mobile","volant","","piscivore","","","","2062"
"163716","163716","txn","","species","Gallodactylus canjuersensis","","163716","species","Gallodactylus canjuersensis","38492","","32158","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Gallodactylus","","1","0","149.2","146.3","149.2","146.3","Tithonian","","marine","","actively mobile","volant","","piscivore","","","","2062"
"103981","103981","txn","","genus","Gegepterus","","103981","genus","Gegepterus","148350","NF8","24664","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Gegepterus","","2","0","125.77","119.5","125.77","119.5","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","","2062"
"103982","103982","txn","","species","Gegepterus changi","","103982","species","Gegepterus changi","103981","","24664","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Gegepterus","","1","0","125.77","119.5","125.77","119.5","Barremian","Aptian","marine","","actively mobile","volant","","piscivore","","","","2062"
"38491","38491","txn","","genus","Germanodactylus","","38491","genus","Germanodactylus","148350","NF8","24283","extinct","8","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Germanodactylus","Germanodactylus cristatus","3","0","154.8","152.2","149.2","146.3","Kimmeridgian","Tithonian","marine","","actively mobile","volant","","piscivore","","","","2059"
"156750","156751","txn","","species","Germanodactylus cristatus","","156750","species","Germanodactylus cristatus","38491","","30121","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Germanodactylus","","1","0","149.2","146.3","149.2","146.3","Tithonian","","marine","","actively mobile","volant","","piscivore","","","","2059"
"156752","156753","txn","","species","Germanodactylus rhamphastinus","","156752","species","Germanodactylus rhamphastinus","38491","","30121","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Germanodactylus","","1","0","149.2","146.3","149.2","146.3","Tithonian","","marine","","actively mobile","volant","","piscivore","","","","2060"
"36593","36593","txn","","genus","Gnathosaurus","","36593","genus","Gnathosaurus","148350","NF8","6930","extinct","4","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Gnathosaurus","","3","0","168.2","165.3","145","139.8","Bathonian","Berriasian","marine","","actively mobile","volant","","piscivore","","","","2062"
"159470","159476","txn","","species","Gnathosaurus macrurus","","159470","species","Gnathosaurus macrurus","36593","","14179","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Gnathosaurus","","1","0","145","139.8","145","139.8","Berriasian","","marine","","actively mobile","volant","","piscivore","","","","2062"
"164689","164689","txn","","species","Gnathosaurus subulatus","","164689","species","Gnathosaurus subulatus","36593","","30121","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Gnathosaurus","","1","0","149.2","146.3","149.2","146.3","Tithonian","","marine","","actively mobile","volant","","piscivore","","","","2062"
"38486","38486","txn","","genus","Huanhepterus","","38486","genus","Huanhepterus","148350","NF8","4783","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Huanhepterus","","2","0","139.8","100.5","139.8","100.5","Valanginian","Albian","marine","","actively mobile","volant","","piscivore","","","","1677"
"52768","52768","txn","","species","Huanhepterus quingyangensis","","52768","species","Huanhepterus quingyangensis","38486","","7754","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Huanhepterus","","1","0","139.8","100.5","139.8","100.5","Valanginian","Albian","marine","","actively mobile","volant","","piscivore","","","","1677"
"67354","67354","txn","","genus","Kepodactylus","","67354","genus","Kepodactylus","148350","NF8","14309","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Kepodactylus","","2","0","149.2","145","149.2","145","Tithonian","","marine","","actively mobile","volant","","piscivore","","","","2062"
"67355","67355","txn","","species","Kepodactylus insperatus","","67355","species","Kepodactylus insperatus","67354","","14309","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Kepodactylus","","1","0","149.2","145","149.2","145","Tithonian","","marine","","actively mobile","volant","","piscivore","","","","2062"
"148348","148348","txn","","genus","Normannognathus","","148348","genus","Normannognathus","148350","NF8","30127","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Normannognathus","","2","0","152.2","149.2","152.2","149.2","Kimmeridgian","","marine","","actively mobile","volant","","piscivore","","","","2062"
"148349","148349","txn","","species","Normannognathus wellnhoferi","","148349","species","Normannognathus wellnhoferi","148348","","30127","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Normannognathus","","1","0","152.2","149.2","152.2","149.2","Kimmeridgian","","marine","","actively mobile","volant","","piscivore","","","","2062"
"156908","156908","txn","","genus","Plataleorhynchus","","156908","genus","Plataleorhynchus","148350","NF8","31375","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Plataleorhynchus","","2","0","145","139.8","145","139.8","Berriasian","","marine","","actively mobile","volant","","piscivore","","","","2062"
"159480","159480","txn","","species","Plataleorhynchus streptophorodon","","159480","species","Plataleorhynchus streptophorodon","156908","","31375","extinct","1","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Plataleorhynchus","","1","0","145","139.8","145","139.8","Berriasian","","marine","","actively mobile","volant","","piscivore","","","","2062"
"38488","38488","txn","","genus","Pterodaustro","","38488","genus","Pterodaustro","148350","NF8","4783","extinct","4","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Pterodaustro","","2","0","121.4","113","113","100.5","Aptian","Albian","marine","","actively mobile","volant","","piscivore","","","","2062"
"156857","156857","txn","","species","Pterodaustro guinazui","","156857","species","Pterodaustro guinazui","38488","","30953","extinct","2","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Pterodaustro","","1","0","121.4","113","113","100.5","Aptian","Albian","marine","","actively mobile","volant","","piscivore","","","","2062"
"52940","471774","txn","","unranked clade","Pteranodontia","","52940","unranked clade","Pteranodontia","38479","","7807","extinct","192","Chordata","Reptilia","Pterosauria","","","","119","0","168.2","152.2","72.1","66","Bathonian","Maastrichtian","marine","","actively mobile","volant","","piscivore","","","","2065"
"471773","471773","txn","","unranked clade","Aponyctosauria","","471773","unranked clade","Aponyctosauria","52940","","84671","extinct","10","Chordata","Reptilia","Pterosauria","","","","12","0","93.9","86.3","72.1","66","Turonian","Maastrichtian","marine","","actively mobile","volant","","piscivore","","","","2065"
"96504","156848","txn","","unranked clade","Nyctosauridae","","96504","unranked clade","Nyctosauridae","471773","","15348","extinct","4","Chordata","Reptilia","Pterosauria","Nyctosauridae","","","5","0","93.9","86.3","72.1","66","Turonian","Maastrichtian","marine","","actively mobile","volant","","piscivore","","","","19"
"NF9","","txn","","family","","","","","","","96504","","","4","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
