"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","container_no","reference_no","is_extant","n_occs","phylum","class","order","family","genus","type_taxon","taxon_size","extant_size","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","image_no"
"65643","65643","txn","","genus","Sanpasaurus","","65643","genus","Sanpasaurus","38653","NF70","45328","extinct","6","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Sanpasaurus","Sanpasaurus yaoi","2","0","184.2","174.7","184.2","174.7","Toarcian","","terrestrial","","actively mobile","ground dwelling, gregarious","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1019"
"65644","65644","txn","","species","Sanpasaurus yaoi","","65644","species","Sanpasaurus yaoi","65643","","45328","extinct","3","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Sanpasaurus","","1","0","184.2","174.7","184.2","174.7","Toarcian","","terrestrial","","actively mobile","ground dwelling, gregarious","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1019"
"38650","38650","txn","","genus","Vulcanodon","","38650","genus","Vulcanodon","38653","NF70","9275","extinct","2","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Vulcanodon","","2","0","199.5","184.2","199.5","184.2","Sinemurian","Pliensbachian","terrestrial","","actively mobile","ground dwelling, gregarious","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1019"
"54979","54979","txn","","species","Vulcanodon karibaensis","","54979","species","Vulcanodon karibaensis","38650","","9275","extinct","1","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Vulcanodon","","1","0","199.5","184.2","199.5","184.2","Sinemurian","Pliensbachian","terrestrial","","actively mobile","ground dwelling, gregarious","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1019"
"NF71","","txn","","family","","","","","","","38505","","","4","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"66343","66343","txn","","genus","Alwalkeria","","66343","genus","Alwalkeria","38505","NF71","13753","extinct","2","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alwalkeria","","2","0","237","227","237","227","Carnian","","terrestrial","","actively mobile","","","","","","","1019"
"65488","66344","txn","","species","Alwalkeria maleriensis","","65488","species","Alwalkeria maleriensis","66343","","13245","extinct","1","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alwalkeria","","1","0","237","227","237","227","Carnian","","terrestrial","","actively mobile","","","","","","","1019"
"391702","391702","txn","","genus","Nhandumirim","","391702","genus","Nhandumirim","38505","NF71","69707","extinct","2","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Nhandumirim","Nhandumirim waldsangae","2","0","227","208.5","227","208.5","Norian","","terrestrial","","actively mobile","","","","","","","1019"
"391703","391703","txn","","species","Nhandumirim waldsangae","","391703","species","Nhandumirim waldsangae","391702","","69707","extinct","1","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Nhandumirim","","1","0","227","208.5","227","208.5","Norian","","terrestrial","","actively mobile","","","","","","","1019"
"38513","38513","txn","","order","Theropoda","","38513","order","Theropoda","52775","","7816","extant","3237","Chordata","Reptilia","Theropoda","","","","8420","3539","247.2","242","0.0117","0","Anisian","Holocene","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","383"
"56397","56397","txn","","unranked clade","Neotheropoda","","56397","unranked clade","Neotheropoda","38513","","31965","extant","2885","Chordata","Reptilia","Theropoda","","","","7947","3535","237","227","0.0117","0","Carnian","Holocene","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","383"
"92043","92043","txn","","unranked clade","Averostra","","92043","unranked clade","Averostra","56397","","19642","extant","2797","Chordata","Reptilia","Theropoda","","","","7894","3533","237","227","0.0117","0","Carnian","Holocene","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","383"
"53374","53374","txn","","unranked clade","Tetanurae","","53374","unranked clade","Tetanurae","92043","","10102","extant","2797","Chordata","Reptilia","Theropoda","","","","7893","3532","237","227","0.0117","0","Carnian","Holocene","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","383"
"53940","91971","txn","","unranked clade","Coelurosauria","","53940","unranked clade","Coelurosauria","53374","","16926","extant","2402","Chordata","Reptilia","Theropoda","","","","7677","3528","237","227","0.0117","0","Carnian","Holocene","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","383"
"55486","55486","txn","","unranked clade","Maniraptora","","55486","unranked clade","Maniraptora","53940","","10102","extant","1678","Chordata","Reptilia","Theropoda","","","","7263","3526","184.2","170.9","0.0117","0","Toarcian","Holocene","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","662"
"53211","53211","txn","","unranked clade","Avialae","","53211","unranked clade","Avialae","55486","","10102","extant","536","Chordata","Reptilia","Theropoda","","","","818","207","168.2","165.3","0.0117","0","Bathonian","Holocene","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","662"
"64115","64115","txn","","unranked clade","Ornithothoraces","","64115","unranked clade","Ornithothoraces","53211","","6046","extant","506","Chordata","Reptilia","Theropoda","","","","796","206","168.2","165.3","0.0117","0","Bathonian","Holocene","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1381"
"82614","82614","txn","","unranked clade","Ornithuromorpha","","82614","unranked clade","Ornithuromorpha","64115","","18001","extant","272","Chordata","Reptilia","Theropoda","","","","549","196","168.2","165.3","0.0117","0","Bathonian","Holocene","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1381"
"137276","137276","txn","","subclass","Ornithurae","","137276","subclass","Ornithurae","82614","","35418","extant","200","Chordata","Reptilia","Theropoda","","","","480","195","168.2","165.3","0.0117","0","Bathonian","Holocene","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"82615","82615","txn","","unranked clade","Carinatae","","82615","unranked clade","Carinatae","137276","","18001","extant","2","Chordata","Reptilia","Theropoda","","","","377","194","168.2","165.3","0.0117","0","Bathonian","Holocene","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"NF72","","txn","","family","","","","","","","82615","","","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"382956","382956","txn","","genus","Crateropteryx","","382956","genus","Crateropteryx","82615","NF72","68171","extinct","2","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Crateropteryx","","2","0","168.2","165.3","168.2","165.3","Bathonian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"382958","382958","txn","","species","Crateropteryx colei","","382958","species","Crateropteryx colei","382956","","68171","extinct","1","Chordata","Reptilia","Theropoda","NO_FAMILY_SPECIFIED","Crateropteryx","","1","0","168.2","165.3","168.2","165.3","Bathonian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"63402","471646","txn","","unranked clade","Ichthyornithes","","63402","unranked clade","Ichthyornithes","137276","","28746","extinct","54","Chordata","Reptilia","Ichthyornithes","","","","8","0","100.5","93.9","72.1","66","Cenomanian","Maastrichtian","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"NF73","","txn","","family","","","","","","","63402","","","54","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"36624","36624","txn","","genus","Ichthyornis","","36624","genus","Ichthyornis","63402","NF73","34465","extinct","52","Chordata","Reptilia","Ichthyornithes","NO_FAMILY_SPECIFIED","Ichthyornis","Ichthyornis dispar","3","0","100.5","93.9","83.6","72.1","Cenomanian","Campanian","marine","","actively mobile","volant","","piscivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1641"
"54877","54877","txn","","species","Ichthyornis dispar","","54877","species","Ichthyornis dispar","36624","","34465","extinct","25","Chordata","Reptilia","Ichthyornithes","NO_FAMILY_SPECIFIED","Ichthyornis","","1","0","89.8","86.3","83.6","72.1","Coniacian","Campanian","marine","","actively mobile","volant","","piscivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1641"
"203078","203078","txn","","species","Ichthyornis minusculus","","203078","species","Ichthyornis minusculus","36624","","38168","extinct","1","Chordata","Reptilia","Ichthyornithes","NO_FAMILY_SPECIFIED","Ichthyornis","","1","0","93.9","89.8","93.9","89.8","Turonian","","marine","","actively mobile","volant","","piscivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1641"
"471645","471645","txn","","genus","Janavis","","471645","genus","Janavis","63402","NF73","84646","extinct","2","Chordata","Reptilia","Ichthyornithes","NO_FAMILY_SPECIFIED","Janavis","Janavis finalidens","2","0","72.1","66","72.1","66","Maastrichtian","","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"471647","471647","txn","","species","Janavis finalidens","","471647","species","Janavis finalidens","471645","","84646","extinct","1","Chordata","Reptilia","Ichthyornithes","NO_FAMILY_SPECIFIED","Janavis","","1","0","72.1","66","72.1","66","Maastrichtian","","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"36617","36617","txn","","order","Hesperornithiformes","","36617","order","Hesperornithiformes","137276","","6930","extinct","106","Chordata","Reptilia","Hesperornithiformes","","","","47","0","145","139.8","72.1","66","Berriasian","Maastrichtian","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"39248","423151","txn","","unranked clade","Hesperornithidae","","39248","unranked clade","Hesperornithidae","36617","","34551","extinct","78","Chordata","Reptilia","Hesperornithiformes","Hesperornithidae","","","20","0","89.8","83.6","72.1","66","Coniacian","Maastrichtian","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1997"
"NF74","","txn","","family","","","","","","","39248","","","78","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"120325","120325","txn","","genus","Asiahesperornis","","120325","genus","Asiahesperornis","39248","NF74","38158","extinct","2","Chordata","Reptilia","Hesperornithiformes","Hesperornithidae","Asiahesperornis","Asiahesperornis bazhanovi","2","0","83.6","66","72.1","66","Campanian","Maastrichtian","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1997"
"120326","120326","txn","","species","Asiahesperornis bazhanovi","","120326","species","Asiahesperornis bazhanovi","120325","","38158","extinct","1","Chordata","Reptilia","Hesperornithiformes","Hesperornithidae","Asiahesperornis","","1","0","72.1","66","72.1","66","Maastrichtian","","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1997"
"203028","203028","txn","","genus","Canadaga","","203028","genus","Canadaga","39248","NF74","38154","extinct","4","Chordata","Reptilia","Hesperornithiformes","Hesperornithidae","Canadaga","","2","0","83.6","72.1","72.1","66","Campanian","Maastrichtian","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1997"
"203029","203029","txn","","species","Canadaga arctica","","203029","species","Canadaga arctica","203028","","38154","extinct","2","Chordata","Reptilia","Hesperornithiformes","Hesperornithidae","Canadaga","","1","0","83.6","72.1","72.1","66","Campanian","Maastrichtian","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1997"
"36620","36620","txn","","genus","Hesperornis","","36620","genus","Hesperornis","39248","NF74","34551","extinct","66","Chordata","Reptilia","Hesperornithiformes","Hesperornithidae","Hesperornis","Hesperornis regalis","12","0","89.8","83.6","72.1","66","Coniacian","Maastrichtian","marine","","actively mobile","aquatic","","piscivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","see also Gudger 1944","1997"
"371239","371239","txn","","species","Hesperornis chowi","","371239","species","Hesperornis chowi","36620","","69994","extinct","5","Chordata","Reptilia","Hesperornithiformes","Hesperornithidae","Hesperornis","","1","0","83.6","72.1","83.6","72.1","Campanian","","marine","","actively mobile","aquatic","","piscivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1997"
"118789","118777","txn","","species","Hesperornis crassipes","","118789","species","Hesperornis crassipes","36620","","51337","extinct","1","Chordata","Reptilia","Hesperornithiformes","Hesperornithidae","Hesperornis","","1","0","100.5","66","100.5","66","Cenomanian","Maastrichtian","marine","","actively mobile","aquatic","","piscivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1997"
"118790","118790","txn","","species","Hesperornis gracilis","","118790","species","Hesperornis gracilis","36620","","51337","extinct","1","Chordata","Reptilia","Hesperornithiformes","Hesperornithidae","Hesperornis","","1","0","100.5","66","100.5","66","Cenomanian","Maastrichtian","marine","","actively mobile","aquatic","","piscivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1997"
"371242","371242","txn","","species","Hesperornis lumgairi","","371242","species","Hesperornis lumgairi","36620","","65855","extinct","1","Chordata","Reptilia","Hesperornithiformes","Hesperornithidae","Hesperornis","","1","0","83.6","72.1","83.6","72.1","Campanian","","marine","","actively mobile","aquatic","","piscivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1997"
"371240","371240","txn","","species","Hesperornis macdonaldi","","371240","species","Hesperornis macdonaldi","36620","","69994","extinct","3","Chordata","Reptilia","Hesperornithiformes","Hesperornithidae","Hesperornis","","1","0","83.6","72.1","83.6","72.1","Campanian","","marine","","actively mobile","aquatic","","piscivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1997"
"371241","371241","txn","","species","Hesperornis mengeli","","371241","species","Hesperornis mengeli","36620","","69994","extinct","1","Chordata","Reptilia","Hesperornithiformes","Hesperornithidae","Hesperornis","","1","0","83.6","72.1","83.6","72.1","Campanian","","marine","","actively mobile","aquatic","","piscivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1997"
"137381","486131","txn","","species","Hesperornis montanus","","137381","species","Hesperornis montanus","36620","","28730","extinct","1","Chordata","Reptilia","Hesperornithiformes","Hesperornithidae","Hesperornis","","1","0","83.6","72.1","83.6","72.1","Campanian","","marine","","actively mobile","aquatic","","piscivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1997"
"96488","96488","txn","","species","Hesperornis regalis","","96488","species","Hesperornis regalis","36620","","34551","extinct","17","Chordata","Reptilia","Hesperornithiformes","Hesperornithidae","Hesperornis","","1","0","86.3","83.6","83.6","72.1","Santonian","Campanian","marine","","actively mobile","aquatic","","piscivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1997"
"137392","137393","txn","","species","Hesperornis rossicus","","137392","species","Hesperornis rossicus","36620","","38129","extinct","3","Chordata","Reptilia","Hesperornithiformes","Hesperornithidae","Hesperornis","","1","0","83.6","72.1","83.6","72.1","Campanian","","marine","","actively mobile","aquatic","","piscivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1997"
"36621","36621","txn","","genus","Parahesperornis","","36621","genus","Parahesperornis","39248","NF74","28688","extinct","6","Chordata","Reptilia","Hesperornithiformes","Hesperornithidae","Parahesperornis","Parahesperornis alexi","2","0","89.8","83.6","86.3","83.6","Coniacian","Santonian","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1997"
"137277","137277","txn","","species","Parahesperornis alexi","","137277","species","Parahesperornis alexi","36621","","28688","extinct","3","Chordata","Reptilia","Hesperornithiformes","Hesperornithidae","Parahesperornis","","1","0","89.8","83.6","86.3","83.6","Coniacian","Santonian","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1997"
"39246","39246","txn","","family","Baptornithidae","","39246","family","Baptornithidae","36617","","4783","extinct","6","Chordata","Reptilia","Hesperornithiformes","Baptornithidae","","","5","0","100.5","93.9","72.1","66","Cenomanian","Maastrichtian","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"36618","36618","txn","","genus","Baptornis","","36618","genus","Baptornis","39246","","6930","extinct","4","Chordata","Reptilia","Hesperornithiformes","Baptornithidae","Baptornis","Baptornis advenus","2","0","89.8","86.3","83.6","72.1","Coniacian","Campanian","marine","","actively mobile","aquatic","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"52957","52957","txn","","species","Baptornis advenus","","52957","species","Baptornis advenus","36618","","7810","extinct","2","Chordata","Reptilia","Hesperornithiformes","Baptornithidae","Baptornis","","1","0","89.8","86.3","89.8","83.6","Coniacian","Santonian","marine","","actively mobile","aquatic","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"347466","347466","txn","","genus","Judinornis","","347466","genus","Judinornis","39246","","60768","extinct","2","Chordata","Reptilia","Hesperornithiformes","Baptornithidae","Judinornis","Judinornis nogontsavensis","2","0","72.1","66","72.1","66","Maastrichtian","","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"347467","347467","txn","","species","Judinornis nogontsavensis","","347467","species","Judinornis nogontsavensis","347466","","60768","extinct","1","Chordata","Reptilia","Hesperornithiformes","Baptornithidae","Judinornis","","1","0","72.1","66","72.1","66","Maastrichtian","","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"232961","232961","txn","","family","Brodavidae","","232961","family","Brodavidae","36617","","41320","extinct","8","Chordata","Reptilia","Hesperornithiformes","Brodavidae","","","6","0","83.6","72.1","72.1","66","Campanian","Maastrichtian","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"232962","232962","txn","","genus","Brodavis","","232962","genus","Brodavis","232961","","41320","extinct","8","Chordata","Reptilia","Hesperornithiformes","Brodavidae","Brodavis","Brodavis americanus","5","0","83.6","72.1","72.1","66","Campanian","Maastrichtian","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"232963","232963","txn","","species","Brodavis americanus","","232963","species","Brodavis americanus","232962","","41320","extinct","1","Chordata","Reptilia","Hesperornithiformes","Brodavidae","Brodavis","","1","0","72.1","66","72.1","66","Maastrichtian","","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"232964","232964","txn","","species","Brodavis baileyi","","232964","species","Brodavis baileyi","232962","","41320","extinct","1","Chordata","Reptilia","Hesperornithiformes","Brodavidae","Brodavis","","1","0","72.1","66","72.1","66","Maastrichtian","","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"232965","232965","txn","","species","Brodavis mongoliensis","","232965","species","Brodavis mongoliensis","232962","","41320","extinct","1","Chordata","Reptilia","Hesperornithiformes","Brodavidae","Brodavis","","1","0","72.1","66","72.1","66","Maastrichtian","","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"137269","379271","txn","","species","Brodavis varneri","","137269","species","Brodavis varneri","232962","","28685","extinct","1","Chordata","Reptilia","Hesperornithiformes","Brodavidae","Brodavis","","1","0","83.6","72.1","83.6","72.1","Campanian","","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"NF75","","txn","","family","","","","","","","36617","","","14","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"371243","371243","txn","","genus","Chupkaornis","","371243","genus","Chupkaornis","36617","NF75","65856","extinct","2","Chordata","Reptilia","Hesperornithiformes","NO_FAMILY_SPECIFIED","Chupkaornis","Chupkaornis keraorum","2","0","89.8","83.6","89.8","83.6","Coniacian","Santonian","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"371244","371244","txn","","species","Chupkaornis keraorum","","371244","species","Chupkaornis keraorum","371243","","65856","extinct","1","Chordata","Reptilia","Hesperornithiformes","NO_FAMILY_SPECIFIED","Chupkaornis","","1","0","89.8","83.6","89.8","83.6","Coniacian","Santonian","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"36619","36619","txn","","genus","Enaliornis","","36619","genus","Enaliornis","36617","NF75","6930","extinct","4","Chordata","Reptilia","Hesperornithiformes","NO_FAMILY_SPECIFIED","Enaliornis","Enaliornis barretti","5","0","106.2","100.5","106.2","100.5","Albian","","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"137413","67052","txn","","species","Enaliornis barretti","","137413","species","Enaliornis barretti","36619","","28736","extinct","1","Chordata","Reptilia","Hesperornithiformes","NO_FAMILY_SPECIFIED","Enaliornis","","1","0","106.2","100.5","106.2","100.5","Albian","","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"137414","137414","txn","","species","Enaliornis sedgwicki","","137414","species","Enaliornis sedgwicki","36619","","14179","extinct","1","Chordata","Reptilia","Hesperornithiformes","NO_FAMILY_SPECIFIED","Enaliornis","","1","0","106.2","100.5","106.2","100.5","Albian","","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"331766","331766","txn","","genus","Fumicollis","","331766","genus","Fumicollis","36617","NF75","57015","extinct","2","Chordata","Reptilia","Hesperornithiformes","NO_FAMILY_SPECIFIED","Fumicollis","Fumicollis hoffmani","2","0","89.8","83.6","89.8","83.6","Coniacian","Santonian","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"331767","331767","txn","","species","Fumicollis hoffmani","","331767","species","Fumicollis hoffmani","331766","","57015","extinct","1","Chordata","Reptilia","Hesperornithiformes","NO_FAMILY_SPECIFIED","Fumicollis","","1","0","89.8","83.6","89.8","83.6","Coniacian","Santonian","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"67791","67791","txn","","genus","Pasquiaornis","","67791","genus","Pasquiaornis","36617","NF75","14326","extinct","4","Chordata","Reptilia","Hesperornithiformes","NO_FAMILY_SPECIFIED","Pasquiaornis","Pasquiaornis hardiei","3","0","100.5","93.9","100.5","93.9","Cenomanian","","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"67792","67792","txn","","species","Pasquiaornis hardiei","","67792","species","Pasquiaornis hardiei","67791","","14326","extinct","1","Chordata","Reptilia","Hesperornithiformes","NO_FAMILY_SPECIFIED","Pasquiaornis","","1","0","100.5","93.9","100.5","93.9","Cenomanian","","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"67793","67793","txn","","species","Pasquiaornis tankei","","67793","species","Pasquiaornis tankei","67791","","14326","extinct","1","Chordata","Reptilia","Hesperornithiformes","NO_FAMILY_SPECIFIED","Pasquiaornis","","1","0","100.5","93.9","100.5","93.9","Cenomanian","","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"134352","134352","txn","","genus","Potamornis","","134352","genus","Potamornis","36617","NF75","6735","extinct","2","Chordata","Reptilia","Hesperornithiformes","NO_FAMILY_SPECIFIED","Potamornis","Potamornis skutchi","2","0","72.1","66","72.1","66","Maastrichtian","","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"134353","134353","txn","","species","Potamornis skutchi","","134353","species","Potamornis skutchi","134352","","6735","extinct","1","Chordata","Reptilia","Hesperornithiformes","NO_FAMILY_SPECIFIED","Potamornis","","1","0","72.1","66","72.1","66","Maastrichtian","","marine","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"119334","119334","txn","","order","Yanornithiformes","","119334","order","Yanornithiformes","137276","","26687","extinct","12","Chordata","Reptilia","Yanornithiformes","","","","10","0","125.77","119.5","121.4","113","Barremian","Aptian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"119335","119335","txn","","family","Yanornithidae","","119335","family","Yanornithidae","119334","","26687","extinct","12","Chordata","Reptilia","Yanornithiformes","Yanornithidae","","","9","0","125.77","119.5","121.4","113","Barremian","Aptian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"432954","432954","txn","","genus","Abitusavis","","432954","genus","Abitusavis","119335","","75470","extinct","2","Chordata","Reptilia","Yanornithiformes","Yanornithidae","Abitusavis","","2","0","125.77","119.5","125.77","119.5","Barremian","Aptian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"432956","432956","txn","","species","Abitusavis lii","","432956","species","Abitusavis lii","432954","","75470","extinct","1","Chordata","Reptilia","Yanornithiformes","Yanornithidae","Abitusavis","","1","0","125.77","119.5","125.77","119.5","Barremian","Aptian","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
"432953","432953","txn","","genus","Similiyanornis","","432953","genus","Similiyanornis","119335","","75470","extinct","2","Chordata","Reptilia","Yanornithiformes","Yanornithidae","Similiyanornis","","2","0","121.4","113","121.4","113","Aptian","","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1338"
