"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","container_no","reference_no","is_extant","n_occs","phylum","class","order","family","genus","type_taxon","taxon_size","extant_size","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","image_no"
"52775","91968","txn","B","unranked clade","Dinosauria","","52775","unranked clade","Dinosauria","53207","","14071","extant","7649","Chordata","Reptilia","","","","","10813","3542","247.2","242","0.0117","0","Anisian","Holocene","terrestrial","","actively mobile","","","","","","","2207"
"38712","91973","txn","","unranked clade","Ornithischia","","38712","unranked clade","Ornithischia","52775","","9798","extinct","2768","Chordata","Ornithischia","","","","","1204","0","237","227","72.1","61.6","Carnian","Danian","terrestrial","","actively mobile","ground dwelling, gregarious","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1014"
"52776","52776","txn","","unranked clade","Genasauria","","52776","unranked clade","Genasauria","38712","","7357","extinct","2640","Chordata","Ornithischia","","","","","1092","0","233.4","216.7","72.1","61.6","Carnian","Danian","terrestrial","","actively mobile","ground dwelling, gregarious","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1694"
"52800","52800","txn","","unranked clade","Cerapoda","","52800","unranked clade","Cerapoda","52776","","7357","extinct","2014","Chordata","Ornithischia","","","","","825","0","233.4","216.7","72.1","61.6","Carnian","Danian","terrestrial","","actively mobile","ground dwelling, gregarious","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1694"
"52814","52814","txn","","unranked clade","Marginocephalia","","52814","unranked clade","Marginocephalia","52800","","7357","extinct","814","Chordata","Ornithischia","","","","","269","0","168.2","154.8","72.1","66","Bathonian","Maastrichtian","terrestrial","","actively mobile","ground dwelling, gregarious","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1694"
"38842","147916","txn","","unranked clade","Ceratopsia","","38842","unranked clade","Ceratopsia","52814","","7806","extinct","652","Chordata","Ornithischia","","","","","217","0","161.5","154.8","72.1","66","Oxfordian","Maastrichtian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","569"
"52774","52774","txn","","infraorder","Neoceratopsia","","52774","infraorder","Neoceratopsia","38842","","7357","extinct","170","Chordata","Ornithischia","NO_ORDER_SPECIFIED","","","","79","0","161.5","154.8","72.1","66","Oxfordian","Maastrichtian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"52819","52819","txn","","unranked clade","Coronosauria","","52819","unranked clade","Coronosauria","52774","","7357","extinct","80","Chordata","Ornithischia","","","","","18","0","100.5","93.9","72.1","66","Cenomanian","Maastrichtian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","956"
"52820","52820","txn","","superfamily","Ceratopsoidea","","52820","superfamily","Ceratopsoidea","52819","","15348","extinct","20","Chordata","Ornithischia","NO_ORDER_SPECIFIED","","","Ceratops","7","0","93.9","89.8","86.3","83.6","Turonian","Santonian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","955"
"NF1","","txn","","family","","","","","","","52820","","","20","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"167126","167126","txn","","genus","Ajkaceratops","","167126","genus","Ajkaceratops","52820","NF1","32660","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ajkaceratops","","2","0","86.3","83.6","86.3","83.6","Santonian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","955"
"167127","167127","txn","","species","Ajkaceratops kozmai","","167127","species","Ajkaceratops kozmai","167126","","32660","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ajkaceratops","","1","0","86.3","83.6","86.3","83.6","Santonian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","955"
"67677","67677","txn","","genus","Turanoceratops","","67677","genus","Turanoceratops","52820","NF1","14447","extinct","12","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Turanoceratops","","2","0","93.9","89.8","93.9","89.8","Turonian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","955"
"67678","67678","txn","","species","Turanoceratops tardabilis","","67678","species","Turanoceratops tardabilis","67677","","14447","extinct","6","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Turanoceratops","","1","0","93.9","89.8","93.9","89.8","Turonian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","955"
"66590","66590","txn","","genus","Zuniceratops","","66590","genus","Zuniceratops","52820","NF1","13881","extinct","6","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Zuniceratops","","2","0","93.9","89.8","93.9","89.8","Turonian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","955"
"66591","66591","txn","","species","Zuniceratops christopheri","","66591","species","Zuniceratops christopheri","66590","","13881","extinct","3","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Zuniceratops","","1","0","93.9","89.8","93.9","89.8","Turonian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","955"
"38845","38845","txn","","family","Protoceratopsidae","","38845","family","Protoceratopsidae","52819","","14566","extinct","60","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Protoceratopsidae","","Protoceratops","9","0","100.5","93.9","72.1","66","Cenomanian","Maastrichtian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","956"
"38846","38846","txn","","genus","Bagaceratops","","38846","genus","Bagaceratops","38845","","6048","extinct","16","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Protoceratopsidae","Bagaceratops","Bagaceratops rozhdestvenskyi","2","0","83.6","72.1","72.1","66","Campanian","Maastrichtian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","956"
"52826","52826","txn","","species","Bagaceratops rozhdestvenskyi","","52826","species","Bagaceratops rozhdestvenskyi","38846","","6048","extinct","8","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Protoceratopsidae","Bagaceratops","","1","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","956"
"58853","58853","txn","","genus","Breviceratops","","58853","genus","Breviceratops","38845","","86270","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Protoceratopsidae","Breviceratops","Breviceratops kozlowskii","2","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","956"
"58854","58855","txn","","species","Breviceratops kozlowskii","","58854","species","Breviceratops kozlowskii","58853","","6048","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Protoceratopsidae","Breviceratops","","1","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","956"
"38848","38848","txn","","genus","Protoceratops","","38848","genus","Protoceratops","38845","","14566","extinct","42","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Protoceratopsidae","Protoceratops","","3","0","86.3","72.1","83.6","72.1","Santonian","Campanian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1935"
"52824","52824","txn","","species","Protoceratops andrewsi","","52824","species","Protoceratops andrewsi","38848","","14566","extinct","15","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Protoceratopsidae","Protoceratops","","1","0","86.3","72.1","83.6","72.1","Santonian","Campanian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1935"
"57342","57342","txn","","species","Protoceratops hellenikorhinus","","57342","species","Protoceratops hellenikorhinus","38848","","10057","extinct","6","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Protoceratopsidae","Protoceratops","","1","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1935"
"66631","153949","txn","","family","Chaoyangsauridae","","66631","family","Chaoyangsauridae","52774","","13898","extinct","10","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Chaoyangsauridae","","","11","0","161.5","154.8","140.6","132.6","Oxfordian","Valanginian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"55579","55579","txn","","genus","Chaoyangsaurus","","55579","genus","Chaoyangsaurus","66631","","3997","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Chaoyangsauridae","Chaoyangsaurus","","2","0","152.2","132.6","152.2","132.6","Kimmeridgian","Valanginian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"55580","55580","txn","","species","Chaoyangsaurus youngi","","55580","species","Chaoyangsaurus youngi","55579","","3997","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Chaoyangsauridae","Chaoyangsaurus","","1","0","152.2","132.6","152.2","132.6","Kimmeridgian","Valanginian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"333388","333388","txn","","genus","Hualianceratops","","333388","genus","Hualianceratops","66631","","57331","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Chaoyangsauridae","Hualianceratops","","2","0","161.5","154.8","161.5","154.8","Oxfordian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"333389","333389","txn","","species","Hualianceratops wucaiwanensis","","333389","species","Hualianceratops wucaiwanensis","333388","","57331","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Chaoyangsauridae","Hualianceratops","","1","0","161.5","154.8","161.5","154.8","Oxfordian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"38863","38863","txn","","genus","Stenopelix","","38863","genus","Stenopelix","66631","","35190","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Chaoyangsauridae","Stenopelix","Stenopelix valdensis","2","0","140.6","139.8","140.6","139.8","Berriasian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"65431","65431","txn","","species","Stenopelix valdensis","","65431","species","Stenopelix valdensis","38863","","35190","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Chaoyangsauridae","Stenopelix","","1","0","140.6","139.8","140.6","139.8","Berriasian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"153948","153948","txn","","genus","Xuanhuaceratops","","153948","genus","Xuanhuaceratops","66631","","30715","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Chaoyangsauridae","Xuanhuaceratops","","2","0","152.2","132.6","152.2","132.6","Kimmeridgian","Valanginian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"153950","153950","txn","","species","Xuanhuaceratops niei","","153950","species","Xuanhuaceratops niei","153948","","30715","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Chaoyangsauridae","Xuanhuaceratops","","1","0","152.2","132.6","152.2","132.6","Kimmeridgian","Valanginian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"90117","90117","txn","","genus","Yinlong","","90117","genus","Yinlong","66631","","19282","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Chaoyangsauridae","Yinlong","","2","0","161.5","154.8","161.5","154.8","Oxfordian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"90118","90118","txn","","species","Yinlong downsi","","90118","species","Yinlong downsi","90117","","19282","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Chaoyangsauridae","Yinlong","","1","0","161.5","154.8","161.5","154.8","Oxfordian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"90273","55578","txn","","family","Leptoceratopsidae","","90273","family","Leptoceratopsidae","52774","","19324","extinct","42","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","","","27","0","121.4","100.5","72.1","66","Aptian","Maastrichtian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"110946","110946","txn","","genus","Cerasinops","","110946","genus","Cerasinops","90273","","25743","extinct","6","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Cerasinops","Cerasinops hodgskissi","2","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"110947","110947","txn","","species","Cerasinops hodgskissi","","110947","species","Cerasinops hodgskissi","110946","","25743","extinct","3","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Cerasinops","","1","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"399801","399801","txn","","genus","Ferrisaurus","","399801","genus","Ferrisaurus","90273","","71098","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Ferrisaurus","Ferrisaurus sustutensis","2","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"399802","399802","txn","","species","Ferrisaurus sustutensis","","399802","species","Ferrisaurus sustutensis","399801","","71098","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Ferrisaurus","","1","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"496386","496386","txn","","genus","Gremlin","","496386","genus","Gremlin","90273","","89235","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Gremlin","","2","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"496387","496387","txn","","species","Gremlin slobodorum","","496387","species","Gremlin slobodorum","496386","","89235","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Gremlin","","1","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"228691","228691","txn","","genus","Gryphoceratops","","228691","genus","Gryphoceratops","90273","","40783","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Gryphoceratops","Gryphoceratops morrisoni","2","0","86.3","83.6","86.3","83.6","Santonian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"228692","228692","txn","","species","Gryphoceratops morrisoni","","228692","species","Gryphoceratops morrisoni","228691","","40783","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Gryphoceratops","","1","0","86.3","83.6","86.3","83.6","Santonian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"153895","153895","txn","","genus","Helioceratops","","153895","genus","Helioceratops","90273","","30705","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Helioceratops","Helioceratops brachygnathus","2","0","121.4","100.5","121.4","100.5","Aptian","Albian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"153896","153896","txn","","species","Helioceratops brachygnathus","","153896","species","Helioceratops brachygnathus","153895","","30705","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Helioceratops","","1","0","121.4","100.5","121.4","100.5","Aptian","Albian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"342025","342025","txn","","genus","Ischioceratops","","342025","genus","Ischioceratops","90273","","59321","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Ischioceratops","Ischioceratops zhuchengensis","2","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"342026","342026","txn","","species","Ischioceratops zhuchengensis","","342026","species","Ischioceratops zhuchengensis","342025","","59321","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Ischioceratops","","1","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"176309","176309","txn","","genus","Koreaceratops","","176309","genus","Koreaceratops","90273","","35022","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Koreaceratops","","2","0","113","100.5","113","100.5","Albian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"176310","176310","txn","","species","Koreaceratops hwaseongensis","","176310","species","Koreaceratops hwaseongensis","176309","","35022","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Koreaceratops","","1","0","113","100.5","113","100.5","Albian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"38849","38849","txn","","genus","Leptoceratops","","38849","genus","Leptoceratops","90273","","18645","extinct","10","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Leptoceratops","","2","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"52827","52827","txn","","species","Leptoceratops gracilis","","52827","species","Leptoceratops gracilis","38849","","18645","extinct","5","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Leptoceratops","","1","0","72.1","66","72.1","66","Maastrichtian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"38850","38850","txn","","genus","Montanoceratops","","38850","genus","Montanoceratops","90273","","18564","extinct","6","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Montanoceratops","","2","0","83.6","66","72.1","66","Campanian","Maastrichtian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"52829","52830","txn","","species","Montanoceratops cerorhynchus","","52829","species","Montanoceratops cerorhynchus","38850","","14769","extinct","3","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Montanoceratops","","1","0","83.6","66","72.1","66","Campanian","Maastrichtian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"96088","96088","txn","","genus","Prenoceratops","","96088","genus","Prenoceratops","90273","","23482","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Prenoceratops","Prenoceratops pieganensis","2","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"96089","96089","txn","","species","Prenoceratops pieganensis","","96089","species","Prenoceratops pieganensis","96088","","23482","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Prenoceratops","","1","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"66584","66584","txn","","genus","Udanoceratops","","66584","genus","Udanoceratops","90273","","13879","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Udanoceratops","Udanoceratops tschizhovi","2","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"66585","66585","txn","","species","Udanoceratops tschizhovi","","66585","species","Udanoceratops tschizhovi","66584","","13879","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Udanoceratops","","1","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"228689","228689","txn","","genus","Unescoceratops","","228689","genus","Unescoceratops","90273","","40783","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Unescoceratops","Unescoceratops koppelhusae","2","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"228690","228690","txn","","species","Unescoceratops koppelhusae","","228690","species","Unescoceratops koppelhusae","228689","","40783","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Unescoceratops","","1","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"172379","172379","txn","","genus","Zhuchengceratops","","172379","genus","Zhuchengceratops","90273","","34152","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Zhuchengceratops","Zhuchengceratops inexpectus","2","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"172380","172380","txn","","species","Zhuchengceratops inexpectus","","172380","species","Zhuchengceratops inexpectus","172379","","34152","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Zhuchengceratops","","1","0","83.6","72.1","83.6","72.1","Campanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2180"
"NF2","","txn","","family","","","","","","","52774","","","38","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","","","","","","","","","","","","","","","","","","","","",""
"310995","310995","txn","","genus","Aquilops","","310995","genus","Aquilops","52774","NF2","53819","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Aquilops","","2","0","109.9","100.5","109.9","100.5","Albian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"310996","310996","txn","","species","Aquilops americanus","","310996","species","Aquilops americanus","310995","","53819","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Aquilops","","1","0","109.9","100.5","109.9","100.5","Albian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","1821"
"55575","55575","txn","","genus","Archaeoceratops","","55575","genus","Archaeoceratops","52774","NF2","9501","extinct","6","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Archaeoceratops","","3","0","121.4","113","113","109.9","Aptian","Albian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"55576","55576","txn","","species","Archaeoceratops oshimai","","55576","species","Archaeoceratops oshimai","55575","","9501","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Archaeoceratops","","1","0","113","109.9","113","109.9","Albian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"170564","170564","txn","","species","Archaeoceratops yujingziensis","","170564","species","Archaeoceratops yujingziensis","55575","","33414","extinct","1","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Archaeoceratops","","1","0","121.4","113","121.4","113","Aptian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"66588","66588","txn","","genus","Asiaceratops","","66588","genus","Asiaceratops","52774","NF2","14447","extinct","14","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Asiaceratops","","2","0","100.5","93.9","100.5","93.9","Cenomanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"66589","66589","txn","","species","Asiaceratops salsopaludalis","","66589","species","Asiaceratops salsopaludalis","66588","","14447","extinct","7","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Asiaceratops","","1","0","100.5","93.9","100.5","93.9","Cenomanian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"94031","94031","txn","","genus","Auroraceratops","","94031","genus","Auroraceratops","52774","NF2","19841","extinct","4","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Auroraceratops","","2","0","113","109.9","113","109.9","Albian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"94032","94032","txn","","species","Auroraceratops rugosus","","94032","species","Auroraceratops rugosus","94031","","19841","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Auroraceratops","","1","0","113","109.9","113","109.9","Albian","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
"426795","426795","txn","","genus","Beg","","426795","genus","Beg","52774","NF2","73869","extinct","2","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Beg","Beg tse","2","0","106.2","93.9","106.2","93.9","Albian","Cenomanian","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","2179"
