Name,Family,Infraorder,Suborder,Order,Taxon Size,Diet,Max MYA,Min MYA,Early Age,Late Age,Early Period,Late Period
Oceanotitan,,,,,1,Herbivore,152.2,149.2,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic
Ornithopsis,,,,,1,Herbivore,146.3,119.5,Tithonian,Aptian,Upper Jurassic,Lower Cretaceous
Pelorosaurus,,,,,2,Herbivore,146.3,109.9,Tithonian,Albian,Upper Jurassic,Lower Cretaceous
Aragosaurus,,,,,1,Herbivore,154.8,145,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Atlasaurus,,,,,1,Herbivore,168.2,165.3,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic
Dashanpusaurus,,,,,1,Herbivore,170.9,154.8,Bajocian,Oxfordian,Middle Jurassic,Upper Jurassic
Yuzhoulong,,,,,1,Herbivore,168.2,161.5,Bathonian,Callovian,Middle Jurassic,Middle Jurassic
Losillasaurus,,,,,1,Herbivore,154.8,145,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Mierasaurus,,,,,1,Herbivore,140.6,132.6,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous
Moabosaurus,,,,,1,Herbivore,139.8,132.6,Valanginian,Valanginian,Lower Cretaceous,Lower Cretaceous
Narindasaurus,,,,,1,Herbivore,168.2,165.3,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic
Tendaguria,,,,,1,Herbivore,149.2,145,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic
Turiasaurus,,,,,1,Herbivore,154.8,145,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Zby,,,,,1,Herbivore,152.2,149.2,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic
Chebsaurus,Cetiosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,165.3,161.5,Callovian,Callovian,Middle Jurassic,Middle Jurassic
Protognathosaurus,Cetiosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,170.9,154.8,Bajocian,Oxfordian,Middle Jurassic,Upper Jurassic
Amanzia,,,,,1,Herbivore,154.8,152.2,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic
Bagualia,,,,,1,Herbivore,182.9,180.4,Toarcian,Toarcian,Lower Jurassic,Lower Jurassic
Cardiodon,,,,,1,Herbivore,168.2,165.3,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic
Cetiosauriscus,,,,,1,Herbivore,165.3,161.5,Callovian,Callovian,Middle Jurassic,Middle Jurassic
Datousaurus,,,,,1,Herbivore,174.7,154.8,Aalenian,Oxfordian,Middle Jurassic,Upper Jurassic
Dystrophaeus,,,,,1,Herbivore,157.9,154.8,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic
Ferganasaurus,,,,,1,Herbivore,165.3,161.5,Callovian,Callovian,Middle Jurassic,Middle Jurassic
Haestasaurus,,,,,1,Herbivore,140.6,132.6,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous
Janenschia,,,,,1,Herbivore,149.2,145,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic
Jobaria,,,,,1,Herbivore,161.5,145,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic
Lapparentosaurus,,,,,1,Herbivore,168.2,165.3,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic
Nebulasaurus,,,,,1,Herbivore,174.7,168.2,Aalenian,Bajocian,Middle Jurassic,Middle Jurassic
Perijasaurus,,,,,1,Herbivore,180.4,170.9,Toarcian,Aalenian,Lower Jurassic,Middle Jurassic
Rhoetosaurus,,,,,1,Herbivore,161.5,154.8,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic
Shunosaurus,,,,,1,Herbivore,174.7,154.8,Aalenian,Oxfordian,Middle Jurassic,Upper Jurassic
Amygdalodon,,,,,1,Herbivore,192.9,182.9,Pliensbachian,Toarcian,Lower Jurassic,Lower Jurassic
Barapasaurus,,,,,1,Herbivore,199.5,184.2,Sinemurian,Pliensbachian,Lower Jurassic,Lower Jurassic
Cetiosaurus,,,,,2,Herbivore,174.7,119.5,Aalenian,Aptian,Middle Jurassic,Lower Cretaceous
Patagosaurus,,,,,1,Herbivore,182.9,168.6,Toarcian,Bajocian,Lower Jurassic,Middle Jurassic
Spinophorosaurus,,,,,1,Herbivore,170.9,165.3,Bajocian,Bathonian,Middle Jurassic,Middle Jurassic
Tazoudasaurus,,,,,1,Herbivore,192.9,174.7,Pliensbachian,Toarcian,Lower Jurassic,Lower Jurassic
Volkheimeria,,,,,1,Herbivore,182.9,180.4,Toarcian,Toarcian,Lower Jurassic,Lower Jurassic
Antetonitrus,Lessemsauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,201.4,192.9,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Ingentia,Lessemsauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,227,208.5,Norian,Norian,Upper Triassic,Upper Triassic
Lessemsaurus,Lessemsauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,227,208.5,Norian,Norian,Upper Triassic,Upper Triassic
Archaeodontosaurus,,,,,1,Herbivore,168.2,165.3,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic
Chinshakiangosaurus,,,,,1,Herbivore,201.4,199.5,Hettangian,Hettangian,Lower Jurassic,Lower Jurassic
Damalasaurus,,,,,1,Herbivore,201.4,174.7,Hettangian,Toarcian,Lower Jurassic,Lower Jurassic
Isanosaurus,,,,,1,Herbivore,192.9,174.7,Pliensbachian,Toarcian,Lower Jurassic,Lower Jurassic
Kotasaurus,,,,,1,Herbivore,199.5,184.2,Sinemurian,Pliensbachian,Lower Jurassic,Lower Jurassic
Lamplughsaura,,,,,1,Herbivore,201.4,192.9,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Microdontosaurus,,,,,1,Herbivore,174.7,161.5,Aalenian,Callovian,Middle Jurassic,Middle Jurassic
Ohmdenosaurus,,,,,1,Herbivore,182.9,180.4,Toarcian,Toarcian,Lower Jurassic,Lower Jurassic
Oplosaurus,,,,,1,Herbivore,139.8,121.4,Valanginian,Barremian,Lower Cretaceous,Lower Cretaceous
Pulanesaura,,,,,1,Herbivore,201.4,192.9,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Sanpasaurus,,,,,1,Herbivore,184.2,174.7,Toarcian,Toarcian,Lower Jurassic,Lower Jurassic
Vulcanodon,Vulcanodontidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,199.5,184.2,Sinemurian,Pliensbachian,Lower Jurassic,Lower Jurassic
Alwalkeria,,,Basal Saurischia,Saurischia,1,,237,227,Carnian,Carnian,Upper Triassic,Upper Triassic
Nhandumirim,Saturnaliidae,Prosauropoda,Sauropodomorpha,Saurischia,1,,227,208.5,Norian,Norian,Upper Triassic,Upper Triassic
Crateropteryx,,Tetanurae,Therapoda,Saurischia,1,Carnivore,168.2,165.3,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic
Ichthyornis,,Avialae,Therapoda,Saurischia,2,Piscivore,100.5,72.1,Cenomanian,Campanian,Upper Cretaceous,Upper Cretaceous
Janavis,,Avialae,Therapoda,Saurischia,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Asiahesperornis,Hesperornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Canadaga,Hesperornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Hesperornis,Hesperornithidae,Avialae,Therapoda,Saurischia,11,Piscivore,89.8,66,Coniacian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Parahesperornis,Hesperornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,89.8,83.6,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous
Baptornis,Baptornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,89.8,72.1,Coniacian,Campanian,Upper Cretaceous,Upper Cretaceous
Judinornis,Baptornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Brodavis,Brodavidae,Avialae,Therapoda,Saurischia,4,Carnivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Chupkaornis,,Avialae,Therapoda,Saurischia,1,Carnivore,89.8,83.6,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous
Enaliornis,,Avialae,Therapoda,Saurischia,4,Carnivore,106.2,100.5,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Fumicollis,Hesperornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,89.8,83.6,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous
Pasquiaornis,,Avialae,Therapoda,Saurischia,2,Carnivore,100.5,93.9,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Potamornis,,Avialae,Therapoda,Saurischia,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Abitusavis,Yanornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Similiyanornis,Yanornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Yanornis,Yanornithidae,Avialae,Therapoda,Saurischia,3,Carnivore,125.77,113,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Gargantuavis,Gargantuaviidae,Avialae,Therapoda,Saurischia,1,Carnivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Apatornis,,Avialae,Therapoda,Saurischia,2,Carnivore,89.8,83.6,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous
Archaeovolans,Yanornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Cerebavis,,Avialae,Therapoda,Saurischia,1,Carnivore,100.5,93.9,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Changzuiornis,Gansuidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Iaceornis,,Avialae,Therapoda,Saurischia,1,Carnivore,86.3,83.6,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous
Kookne,,Avialae,Therapoda,Saurischia,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Kuszholia,Kuszholiidae,Avialae,Therapoda,Saurischia,1,Carnivore,93.9,89.8,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Limenavis,,Avialae,Therapoda,Saurischia,1,Carnivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Tingmiatornis,,Avialae,Therapoda,Saurischia,1,Carnivore,100.5,93.9,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Archaeornithura,Hongshanornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,132.6,125.77,Hauterivian,Hauterivian,Lower Cretaceous,Lower Cretaceous
Hongshanornis,Hongshanornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Longicrusavis,Hongshanornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Parahongshanornis,Hongshanornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Songlingornis,Hongshanornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Tianyuornis,Hongshanornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,125.77,121.4,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous
Yixianornis,Hongshanornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Mengciusornis,Schizoouridae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Ambiortus,,,,,1,Carnivore,132.6,121.4,Hauterivian,Barremian,Lower Cretaceous,Lower Cretaceous
Antarcticavis,,,,,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Apsaravis,,,,,1,Carnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Archaeorhynchus,,,,,1,Carnivore,125.77,113,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Bellulia,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Changmaornis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Chaoyangia,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Dingavis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Eogranivora,,,,,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Gansus,,,,,2,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Hollanda,,,,,1,Carnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Jianchangornis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Jiuquanornis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Juehuaornis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Kaririavis,,,,,1,Carnivore,119.5,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Khinganornis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Liaoningornis,,,,,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Patagopteryx,,,,,1,Carnivore,86.3,83.6,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous
Piscivoravis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Schizooura,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Vorona,,,,,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Yumenornis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Zhongjianornis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Cratoavis,,,,,1,Carnivore,119.5,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Dalingheornis,,,,,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Elbretornis,,,,,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Enantiornis,,,,,3,Carnivore,93.9,66,Turonian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Grabauornis,,,,,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Martinavis,,,,,5,Carnivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Abavornis,Alexornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,93.9,89.8,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Alexornis,Alexornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,86.3,83.6,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous
Explorornis,Alexornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,93.9,89.8,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Incolornis,Alexornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,93.9,89.8,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Kizylkumavis,Alexornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,93.9,89.8,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Lenesornis,Alexornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,93.9,89.8,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Nanantius,Alexornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,106.2,100.5,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Sazavis,Alexornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,93.9,89.8,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Zhyraornis,Alexornithidae,Avialae,Therapoda,Saurischia,2,Carnivore,100.5,89.8,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Gurilynia,Enantiornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Alethoalaornis,Alethoalaornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Gracilornis,Cathayornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Longchengornis,Cathayornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Dapingfangornis,Eoenantiornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Avisaurus,Avisauridae,Avialae,Therapoda,Saurischia,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Bauxitornis,Avisauridae,Avialae,Therapoda,Saurischia,1,Carnivore,86.3,83.6,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous
Enantiophoenix,Avisauridae,Avialae,Therapoda,Saurischia,1,Carnivore,100.5,93.9,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Gettyia,Avisauridae,Avialae,Therapoda,Saurischia,1,Carnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Halimornis,Avisauridae,Avialae,Therapoda,Saurischia,1,Carnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Intiornis,Avisauridae,Avialae,Therapoda,Saurischia,1,Carnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Mirarce,Avisauridae,Avialae,Therapoda,Saurischia,1,Carnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Neuquenornis,Avisauridae,Avialae,Therapoda,Saurischia,1,Carnivore,86.3,83.6,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous
Soroavisaurus,Avisauridae,Avialae,Therapoda,Saurischia,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Bohaiornis,Bohaiornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Longusunguis,Bohaiornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Parabohaiornis,Bohaiornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Shenqiornis,Bohaiornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,161.5,121.4,Oxfordian,Barremian,Upper Jurassic,Lower Cretaceous
Sulcavis,Bohaiornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Zhouornis,Bohaiornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Boluochia,Longipterygidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Camptodontornis,Longipterygidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Longipteryx,Longipterygidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Longirostravis,Longipterygidae,Avialae,Therapoda,Saurischia,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Rapaxavis,Longipterygidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Shanweiniao,Longipterygidae,Avialae,Therapoda,Saurischia,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Shengjingornis,Longipterygidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Chiappeavis,Pengornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Eopengornis,Pengornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,132.6,125.77,Hauterivian,Hauterivian,Lower Cretaceous,Lower Cretaceous
Parapengornis,Pengornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,125.77,113,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Pengornis,Pengornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Yuanchuavis,Pengornithidae,Avialae,Therapoda,Saurischia,1,Carnivore,145,100.5,Berriasian,Albian,Lower Cretaceous,Lower Cretaceous
Avimaia,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Brevirostruavis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Castignovolucris,,,,,1,Carnivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Cathayornis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Concornis,,,,,1,Carnivore,125.77,121.4,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous
Cruralispennia,,,,,1,Carnivore,132.6,125.77,Hauterivian,Hauterivian,Lower Cretaceous,Lower Cretaceous
Dunhuangia,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Elektorornis,,,,,1,Carnivore,100.5,93.9,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Elsornis,,,,,1,Carnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Eoalulavis,,,,,1,Carnivore,125.77,121.4,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous
Eocathayornis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Eoenantiornis,,,,,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Evgenavis,,,,,1,Carnivore,125.77,113,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Falcatakely,,,,,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Feitianius,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Flexomornis,,,,,1,Carnivore,100.5,93.9,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Fortipesavis,,,,,1,Carnivore,100.5,93.9,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Fortunguavis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Gobipipus,,,,,1,Carnivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Gobipteryx,,,,,1,Carnivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Gretcheniao,,,,,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Holbotia,,,,,1,Carnivore,132.6,121.4,Hauterivian,Barremian,Lower Cretaceous,Lower Cretaceous
Houornis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Huoshanornis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Iberomesornis,,,,,1,Carnivore,125.77,121.4,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous
Junornis,,,,,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Lectavis,,,,,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Linyiornis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Microenantiornis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Monoenantiornis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Musivavis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Noguerornis,,,,,1,Carnivore,125.77,121.4,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous
Orienantius,,,,,1,Carnivore,132.6,125.77,Hauterivian,Hauterivian,Lower Cretaceous,Lower Cretaceous
Otogornis,,,,,1,Carnivore,125.77,121.4,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous
Paraprotopteryx,,,,,1,Carnivore,132.6,125.77,Hauterivian,Hauterivian,Lower Cretaceous,Lower Cretaceous
Parvavis,,,,,1,Carnivore,93.9,83.6,Turonian,Santonian,Upper Cretaceous,Upper Cretaceous
Piscivorenantiornis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Protopteryx,,,,,1,Carnivore,132.6,121.4,Hauterivian,Barremian,Lower Cretaceous,Lower Cretaceous
Pterygornis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Qiliania,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Shangyang,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Sinornis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Vescornis,,,,,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Xiangornis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Yatenavis,,,,,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Yuanjiawaornis,,,,,1,Carnivore,121.4,113,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Yungavolucris,,,,,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Yuornis,,,,,1,Carnivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Alamitornis,,,,,1,Carnivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Xinghaiornis,,,,,1,Carnivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
